Year,State,HAI,Facility_Name1,Facility_Name2,Facility_Name3,FACID1,FACID2,FACID3,County,Hospital_Onset_Cases,Patient_Days,SIR,SIR_95%_CI_Lower_Limit,SIR_95%_CI_Upper_Limit,Comparison,Notes
2013,California,Clostridium difficile Infection (CDI),"Long Beach Memorial Medical Center, Long Beach",.,.,930000095,.,.,Los Angeles,100,97550,1.23,1.01,1.49,Higher,
2013,California,Clostridium difficile Infection (CDI),Los Alamitos Medical Center,.,.,060000025,.,.,Orange,19,41620,0.69,0.43,1.05,No Different,
2013,California,Clostridium difficile Infection (CDI),"Los Angeles Co Olive View-UCLA Medical Center, Sylmar",.,.,060000038,.,.,Los Angeles,32,64917,0.9,0.63,1.26,No Different,
2013,California,Clostridium difficile Infection (CDI),Los Angeles Community Hospital,Norwalk Community Hospital,.,930000085,930000112,.,Los Angeles,6,40376,0.31,0.13,0.64,Lower,† See Data Dictionary
2013,California,Clostridium difficile Infection (CDI),"Los Robles Hospital & Medical Center, Thousand Oaks","Los Robles Hospital & Medical Center, E  , Thousand Oaks",Thousand Oaks Surgical Hospital,050000020,050000553,050001468,Ventura,117,80491,1.82,1.51,2.17,Higher,
2013,California,Clostridium difficile Infection (CDI),"Lucile Salter Packard Children's Hospital at Stanford, Palo Alto",.,.,070001349,.,.,Santa Clara,27,97110,0.34,0.23,0.49,Lower,
2013,California,Clostridium difficile Infection (CDI),"Mad River Community Hospital, Arcata",.,.,110000021,.,.,Humboldt,1,10164,0.22,0.01,1.06,No Different,
2013,California,Clostridium difficile Infection (CDI),Madera Community Hospital,.,.,040000111,.,.,Madera,5,19888,0.49,0.18,1.08,No Different,
2013,California,Clostridium difficile Infection (CDI),Mammoth Hospital,.,.,240000005,.,.,Mono,2,1356,2.31,0.28,8.34,No Different,¥  See Data Dictionary
2013,California,Clostridium difficile Infection (CDI),Marian Regional Medical Center,.,.,050000021,.,.,Santa Barbara,16,36024,0.64,0.38,1.02,No Different,
2013,California,Clostridium difficile Infection (CDI),"Marian Regional Medical Center, Arroyo Grande",.,.,050000009,.,.,San Luis Obispo,3,8275,0.53,0.14,1.45,No Different,
2013,California,Clostridium difficile Infection (CDI),"Marin General Hospital, Greenbrae",.,.,110000953,.,.,Marin,28,36758,1.06,0.72,1.52,No Different,
2013,California,Clostridium difficile Infection (CDI),Marina Del Rey Hospital,.,.,930000044,.,.,Los Angeles,7,14800,0.74,0.32,1.47,No Different,
2013,California,Clostridium difficile Infection (CDI),"Mark Twain Medical Center, San andreas",.,.,030000120,.,.,Calaveras,3,4450,1.51,0.38,4.1,No Different,
2013,California,Clostridium difficile Infection (CDI),"Marshall Medical Center (1-Rh), Placerville",.,.,030000121,.,.,El Dorado,28,20838,1.56,1.06,2.23,Higher,
2013,California,Clostridium difficile Infection (CDI),"Mayers Memorial Hospital, Fall River Mills",.,.,230000009,.,.,Shasta,1,1851,1.24,0.03,6.9,No Different,¥  See Data Dictionary
2013,California,Clostridium difficile Infection (CDI),Memorial Hospital Los Banos,.,.,040000110,.,.,Merced,0,3557,0,0,0,No Different,
2013,California,Clostridium difficile Infection (CDI),Memorial Hospital of Gardena,.,.,930000092,.,.,Los Angeles,11,25419,0.95,0.5,1.64,No Different,
2013,California,Clostridium difficile Infection (CDI),"Memorial Medical Center, Modesto",.,.,030000123,.,.,Stanislaus,79,92419,1.36,1.09,1.69,Higher,
2013,California,Clostridium difficile Infection (CDI),"Mendocino Coast District Hospital, Fort Bragg",.,.,110000023,.,.,Mendocino,1,4896,0.34,0.02,1.67,No Different,
2013,California,Clostridium difficile Infection (CDI),"Menifee Valley Medical Center, Sun City",.,.,250000727,.,.,Riverside,15,9577,2.88,1.68,4.65,Higher,¶ See Data Dictionary
2013,California,Clostridium difficile Infection (CDI),Menlo Park Surgical Hospital,.,.,220000716,.,.,San Mateo,0,405,,,,.,
2013,California,Clostridium difficile Infection (CDI),"Mercy General Hospital, Sacramento",.,.,030000124,.,.,Sacramento,77,69258,1.27,1.01,1.58,Higher,
2013,California,Clostridium difficile Infection (CDI),Mercy Hospital of Folsom,.,.,030000901,.,.,Sacramento,12,19054,0.8,0.43,1.36,No Different,
2013,California,Clostridium difficile Infection (CDI),"Mercy Hospital, Bakersfield","Mercy Southwest Hospital, Bakersfield",.,120000404,120000701,.,Kern,45,44405,1.49,1.1,1.97,Higher,† See Data Dictionary
2013,California,Clostridium difficile Infection (CDI),Mercy Medical Center Merced,.,.,040000113,.,.,Merced,22,43145,0.99,0.64,1.48,No Different,
2013,California,Clostridium difficile Infection (CDI),Mercy Medical Center Mt. Shasta,.,.,230000012,.,.,Siskiyou,0,2639,0,0,2.85,No Different,
2013,California,Clostridium difficile Infection (CDI),Mercy Medical Center Redding,.,.,230000010,.,.,Shasta,41,53238,0.9,0.66,1.21,No Different,
2013,California,Clostridium difficile Infection (CDI),"Mercy San Juan Medical Center, Carmichael",.,.,030000127,.,.,Sacramento,84,89806,0.95,0.76,1.16,No Different,
2013,California,Clostridium difficile Infection (CDI),Methodist Hospital of Sacramento,.,.,030000037,.,.,Sacramento,33,36683,1.07,0.75,1.48,No Different,
2013,California,Clostridium difficile Infection (CDI),"Methodist Hospital of Southern CA, Arcadia",.,.,930000096,.,.,Los Angeles,83,66965,1.79,1.43,2.21,Higher,
2013,California,Clostridium difficile Infection (CDI),"Mills-Peninsula Medical Center, Burlingame","Mills Health Center, San Mateo",.,220000017,220000004,.,San Mateo,25,44726,0.73,0.49,1.07,No Different,
2013,California,Clostridium difficile Infection (CDI),"Miracle Mile Medical Center, Los Angeles",.,.,930000158,.,.,Los Angeles,0,621,,,,.,
2013,California,Clostridium difficile Infection (CDI),"Mission Community Hospital, Panorama",.,.,930000027,.,.,Los Angeles,25,42422,1.17,0.78,1.7,No Different,
2013,California,Clostridium difficile Infection (CDI),Mission Hospital Laguna Beach,.,.,060000066,.,.,Orange,6,18685,0.54,0.22,1.12,No Different,
2013,California,Clostridium difficile Infection (CDI),"Mission Hospital Regional Medical Center, Mission Viejo",.,.,060000060,.,.,Orange,51,71061,0.98,0.74,1.28,No Different,
2013,California,Clostridium difficile Infection (CDI),"Modoc Medical Center, Alturas",.,.,230000011,.,.,Modoc,2,647,7.09,0.86,25.62,No Different,¥  See Data Dictionary
2013,California,Clostridium difficile Infection (CDI),Montclair Hospital Medical Center,.,.,240000009,.,.,San Bernardino,5,11613,0.62,0.23,1.38,No Different,
2013,California,Clostridium difficile Infection (CDI),Monterey Park Hospital,.,.,930000108,.,.,Los Angeles,5,14799,0.66,0.24,1.46,No Different,
2013,California,Clostridium difficile Infection (CDI),"Motion Picture & Television Hospital, Woodland Hills",.,.,930000109,.,.,Los Angeles,0,566,,,,.,
2013,California,Clostridium difficile Infection (CDI),"Mountains Community Hospital, Lake Arrowhead",.,.,240000052,.,.,San Bernardino,0,1340,,,,.,
2013,California,Clostridium difficile Infection (CDI),"Natividad Medical Center, Salinas",.,.,070000145,.,.,Monterey,9,32447,0.51,0.25,0.93,Lower,
2013,California,Clostridium difficile Infection (CDI),"Northbay Medical Center, Fairfield",.,.,110000010,.,.,Solano,27,26749,1.48,0.99,2.12,No Different,
2013,California,Clostridium difficile Infection (CDI),"Northbay Vacavalley Hospital, Vacaville",.,.,110000378,.,.,Solano,7,10447,0.96,0.42,1.89,No Different,
2013,California,Clostridium difficile Infection (CDI),"Northern Inyo Hospital, Bishop",.,.,240000037,.,.,Inyo,0,2316,0,0,2.27,No Different, 
2013,California,Clostridium difficile Infection (CDI),Northridge Hospital Medical Center,.,.,930000111,.,.,Los Angeles,49,61245,0.9,0.67,1.18,No Different,
2013,California,Clostridium difficile Infection (CDI),Novato Community Hospital,.,.,110000982,.,.,Marin,2,5175,1,0.17,3.3,No Different,
2013,California,Clostridium difficile Infection (CDI),"Oak Valley Hospital District   (2-Rh), Oakdale",.,.,030000131,.,.,Stanislaus,2,3958,1.08,0.18,3.58,No Different,
2013,California,Clostridium difficile Infection (CDI),"O'connor Hospital, San Jose",.,.,070000146,.,.,Santa Clara,52,43740,1.33,1.01,1.73,Higher,
2013,California,Clostridium difficile Infection (CDI),"Ojai Valley Community Hospital, Ojai",.,.,050000023,.,.,Ventura,1,2002,1,0.03,6.02,No Different,¥  See Data Dictionary
2013,California,Clostridium difficile Infection (CDI),"Olympia Medical Center, Los Angeles",.,.,930000105,.,.,Los Angeles,51,21631,2.78,2.09,3.63,Higher,¶ See Data Dictionary
2013,California,Clostridium difficile Infection (CDI),"Orange Coast Memorial Medical Center, Fountain Valley",.,.,060000208,.,.,Orange,28,45686,0.84,0.57,1.19,No Different,
2013,California,Clostridium difficile Infection (CDI),Oroville Hospital,.,.,230000014,.,.,Butte,45,42770,1.42,1.05,1.88,Higher,
2013,California,Clostridium difficile Infection (CDI),Pacific Alliance Medical Center,.,.,930000057,.,.,Los Angeles,4,24359,0.27,0.08,0.64,Lower,
2013,California,Clostridium difficile Infection (CDI),"Pacifica Hospital of The Valley, Sun Valley",.,.,930000133,.,.,Los Angeles,4,26029,0.31,0.1,0.75,Lower,
2013,California,Clostridium difficile Infection (CDI),"Palm Drive Hospital, Sebastopol",.,.,110000038,.,.,Sonoma,0,3667,0,0,1.68,No Different,
2013,California,Clostridium difficile Infection (CDI),Palmdale Regional Medical Center,.,.,930000077,.,.,Los Angeles,16,34876,0.66,0.39,1.05,No Different,
2013,California,Clostridium difficile Infection (CDI),"Palo Verde Hospital, Blythe",.,.,250000042,.,.,Riverside,2,3682,1.05,0.18,3.46,No Different,
2013,California,Clostridium difficile Infection (CDI),"Palomar Health Downtown Campus, Escondido","Palomar Medical Center, Escondido",.,080000142,630013873,.,San Diego,81,99722,1.31,1.05,1.62,Higher,† See Data Dictionary
2013,California,Clostridium difficile Infection (CDI),"Paradise Valley Hospital, National City",.,.,090000145,.,.,San Diego,7,56611,0.18,0.08,0.35,Lower,
2013,California,Clostridium difficile Infection (CDI),"Parkview Community Hospital Medical Center, Riverside",.,.,250000044,.,.,Riverside,19,35255,1,0.62,1.54,No Different,
2013,California,Clostridium difficile Infection (CDI),"Petaluma Valley Hospital, Petaluma",.,.,110000040,.,.,Sonoma,3,8130,0.78,0.2,2.12,No Different,
2013,California,Clostridium difficile Infection (CDI),"Pioneers Memorial Healthcare District, Brawley",.,.,090000146,.,.,Imperial,15,15977,1.41,0.82,2.27,No Different,
2013,California,Clostridium difficile Infection (CDI),Placentia Linda Hospital,.,.,060000062,.,.,Orange,3,14679,0.35,0.09,0.97,Lower,
2013,California,Clostridium difficile Infection (CDI),"Plumas District Hospital, Quincy",.,.,230000015,.,.,Plumas,,,,,,.,"+ Incomplete Reporter, see data dictionary"
2013,California,Clostridium difficile Infection (CDI),"Pomerado Hospital, Poway",.,.,080000147,.,.,San Diego,11,26298,0.76,0.4,1.32,No Different,
2013,California,Clostridium difficile Infection (CDI),"Pomona Valley Hospital Medical Center, Pomona",.,.,930000123,.,.,Los Angeles,98,76243,1.53,1.25,1.85,Higher,
2013,California,Clostridium difficile Infection (CDI),Porterville Developmental Center,.,.,170001874,.,.,Tulare,0,1234,,,,.,
2013,California,Clostridium difficile Infection (CDI),"Presbyterian Intercommunity Hospital, Whittier",.,.,930000099,.,.,Los Angeles,66,73096,1.28,1,1.61,No Different,
2013,California,Clostridium difficile Infection (CDI),"Providence Holy Cross Medical Center, Mission Hills",.,.,930000066,.,.,Los Angeles,61,78398,0.97,0.75,1.24,No Different,
2013,California,Clostridium difficile Infection (CDI),"Providence Little Company of Mary Medical Center, San Pedro",.,.,930000157,.,.,Los Angeles,7,29301,0.36,0.16,0.72,Lower,
2013,California,Clostridium difficile Infection (CDI),"Providence Little Company of Mary Medical Center, Torrance",.,.,930000081,.,.,Los Angeles,24,62845,0.67,0.44,0.97,Lower,
2013,California,Clostridium difficile Infection (CDI),"Providence Saint Joseph Medical Center, Burbank",.,.,930000101,.,.,Los Angeles,89,74694,1.5,1.21,1.84,Higher,
2013,California,Clostridium difficile Infection (CDI),"Providence Tarzana Medical Center, Tarzana",.,.,930000091,.,.,Los Angeles,53,55405,1.13,0.86,1.47,No Different,
2013,California,Clostridium difficile Infection (CDI),"Queen of The Valley Medical Center, Napa",.,.,110000041,.,.,Napa,20,31785,1.22,0.77,1.85,No Different,
2013,California,Clostridium difficile Infection (CDI),"Rady Children's Hospital, San Diego",.,.,080000023,.,.,San Diego,23,58131,0.59,0.38,0.87,Lower,
2013,California,Clostridium difficile Infection (CDI),Redlands Community Hospital,.,.,240000046,.,.,San Bernardino,71,42060,2.09,1.65,2.62,Higher,
2013,California,Clostridium difficile Infection (CDI),"Redwood Memorial Hospital, Fortuna",.,.,110000045,.,.,Humboldt,0,4862,0,0,0.93,Lower,
2013,California,Clostridium difficile Infection (CDI),Regional Medical Center of San Jose,.,.,070000133,.,.,Santa Clara,30,62921,0.92,0.63,1.29,No Different,
2013,California,Clostridium difficile Infection (CDI),Ridgecrest Regional Hospital,.,.,120000409,.,.,Kern,1,6907,0.24,0.01,1.18,No Different,
2013,California,Clostridium difficile Infection (CDI),Riverside Community Hospital,.,.,250000049,.,.,Riverside,106,96496,1.47,1.21,1.77,Higher,
2013,California,Clostridium difficile Infection (CDI),"Riverside County Regional Medical Center, Moreno Valley",.,.,250000050,.,.,Riverside,44,80961,0.62,0.46,0.83,Lower,
2013,California,Clostridium difficile Infection (CDI),"Ronald Reagan UCLA Medical Center, Los Angeles",.,.,930000162,.,.,Los Angeles,155,138224,1.09,0.93,1.27,No Different,
2013,California,Clostridium difficile Infection (CDI),"Saddleback Memorial Medical Center, Laguna Hills",Saddleback Memorial Medical Center-San Clemente,.,060000063,060000064,.,Orange,61,53587,1.29,0.99,1.64,No Different,† See Data Dictionary
2013,California,Clostridium difficile Infection (CDI),"Saint Agnes Medical Center, Fresno",.,.,040000126,.,.,Fresno,56,84529,0.88,0.67,1.14,No Different,
2013,California,Clostridium difficile Infection (CDI),"Saint Francis Medical Center, Lynwood",.,.,930000128,.,.,Los Angeles,59,78190,1.04,0.8,1.33,No Different,
2013,California,Clostridium difficile Infection (CDI),"Saint Francis Memorial Hospital, San Francisco",.,.,220000029,.,.,San Francisco,23,29127,1.47,0.95,2.17,No Different,
2013,California,Clostridium difficile Infection (CDI),"Saint John's Health Center, Santa Monica",.,.,930000100,.,.,Los Angeles,39,48511,1,0.72,1.35,No Different,
2013,California,Clostridium difficile Infection (CDI),"Saint Louise Regional Hospital, Gilroy",.,.,070000635,.,.,Santa Clara,12,10319,1.75,0.95,2.97,No Different,
2013,California,Clostridium difficile Infection (CDI),"Saint Vincent Medical Center, Los Angeles",.,.,930000104,.,.,Los Angeles,50,42049,1.52,1.14,1.98,Higher,
2013,California,Clostridium difficile Infection (CDI),Salinas Valley Memorial Hospital,.,.,070000147,.,.,Monterey,27,46412,1.07,0.72,1.54,No Different,
2013,California,Clostridium difficile Infection (CDI),"San Antonio Community Hospital, Upland",.,.,240000053,.,.,San Bernardino,22,49083,0.74,0.47,1.1,No Different,
2013,California,Clostridium difficile Infection (CDI),San Dimas Community Hospital,.,.,930000125,.,.,Los Angeles,12,13821,1.92,1.04,3.27,Higher,
2013,California,Clostridium difficile Infection (CDI),San Francisco General Hospital,.,.,220000019,.,.,San Francisco,59,86216,0.69,0.53,0.88,Lower,
2013,California,Clostridium difficile Infection (CDI),"San Gabriel Valley Medical Center, San Gabriel",.,.,930000041,.,.,Los Angeles,25,26476,1.43,0.94,2.07,No Different,
2013,California,Clostridium difficile Infection (CDI),"San Gorgonio Memorial Hospital, Banning",.,.,250000101,.,.,Riverside,14,14336,1.93,1.1,3.15,Higher,
2013,California,Clostridium difficile Infection (CDI),"San Joaquin Community Hospital, Bakersfield",.,.,120000411,.,.,Kern,54,68345,0.98,0.74,1.26,No Different,
2013,California,Clostridium difficile Infection (CDI),"San Joaquin General Hospital, French Camp",.,.,030000135,.,.,San Joaquin,20,31918,0.85,0.53,1.28,No Different,
2013,California,Clostridium difficile Infection (CDI),San Leandro Hospital,.,.,630013913,.,.,Alameda,23,12689,3.35,2.18,4.95,Higher,
2013,California,Clostridium difficile Infection (CDI),San Mateo Medical Center,.,.,220000007,.,.,San Mateo,9,19735,0.78,0.38,1.43,No Different,
2013,California,Clostridium difficile Infection (CDI),San Ramon Regional Medical Center,San Ramon Regional Medical Center South Building,.,140000704,140000683,.,Contra Costa,4,16105,0.48,0.15,1.16,No Different,† See Data Dictionary
2013,California,Clostridium difficile Infection (CDI),Santa Barbara Cottage Hospital,Cottage Rehabilitation Hospital at Santa Barbara,.,050000280,050000022,.,Santa Barbara,40,49948,1.44,1.04,1.94,Higher,† See Data Dictionary
2013,California,Clostridium difficile Infection (CDI),"Santa Clara Valley Medical Center, San Jose",.,.,070000149,.,.,Santa Clara,62,112891,0.62,0.48,0.79,Lower,
2013,California,Clostridium difficile Infection (CDI),"Santa Monica, UCLA Medical Center and Orthopaedic",.,.,930000049,.,.,Los Angeles,90,70600,1.34,1.08,1.63,Higher,
2013,California,Clostridium difficile Infection (CDI),Santa Rosa Memorial Hospital,.,.,140001268,.,.,Sonoma,17,54732,0.6,0.36,0.98,Lower,
2013,California,Clostridium difficile Infection (CDI),"Santa Ynez Valley Cottage Hospital, Solvang",.,.,050000030,.,.,Santa Barbara,1,594,4.53,0.12,25.21,No Different,¥  See Data Dictionary
2013,California,Clostridium difficile Infection (CDI),"Scripps Green Hospital, La Jolla",.,.,080000022,.,.,San Diego,47,38847,1.92,1.43,2.53,Higher,
2013,California,Clostridium difficile Infection (CDI),"Scripps Memorial Hospital, Encinitas",.,.,080000150,.,.,San Diego,25,39795,1.1,0.73,1.61,No Different,
2013,California,Clostridium difficile Infection (CDI),"Scripps Memorial Hospital, La Jolla",.,.,080000149,.,.,San Diego,40,67380,1.02,0.74,1.37,No Different,
2013,California,Clostridium difficile Infection (CDI),"Scripps Mercy Hospital, San Diego",Scripps Mercy Hospital Chula Vista,.,090000025,090000016,.,San Diego,131,146828,1.23,1.03,1.46,Higher,† See Data Dictionary
2013,California,Clostridium difficile Infection (CDI),"Seneca Healthcare District, Chester",.,.,230000017,.,.,Plumas,0,612,,,,.,
2013,California,Clostridium difficile Infection (CDI),"Sequoia Hospital, Redwood City",.,.,220000025,.,.,San Mateo,12,21955,0.88,0.48,1.5,No Different,
2013,California,Clostridium difficile Infection (CDI),"Seton Medical Center, Daly City","Seton Medical Center-Coastside, Moss Beach",.,220000026,220000028,.,San Mateo,69,47558,1.7,1.34,2.14,Higher,† See Data Dictionary
2013,California,Clostridium difficile Infection (CDI),Sharp Chula Vista Medical Center,.,.,090000021,.,.,San Diego,30,63391,0.89,0.61,1.26,No Different,
2013,California,Clostridium difficile Infection (CDI),Sharp Coronado Hospital and Healthcare Center,.,.,090000033,.,.,San Diego,2,7647,0.41,0.07,1.34,No Different,
2013,California,Clostridium difficile Infection (CDI),"Sharp Mary Birch for Women & Newborns, San Diego",.,.,080001470,.,.,San Diego,0,32769,0,0,0.19,Lower,
2013,California,Clostridium difficile Infection (CDI),"Sharp Memorial Hospital, San Diego",.,.,080000036,.,.,San Diego,83,94340,1.33,1.07,1.64,Higher,
2013,California,Clostridium difficile Infection (CDI),"Shasta Regional Medical Center, Redding",.,.,230000016,.,.,Shasta,9,29391,0.46,0.23,0.85,Lower,
2013,California,Clostridium difficile Infection (CDI),Sherman Oaks Hospital,.,.,930000140,.,.,Los Angeles,17,26937,0.87,0.52,1.37,No Different,
2013,California,Clostridium difficile Infection (CDI),"Shriners Hospitals for Children North CA, Sacramento",.,.,030001506,.,.,Sacramento,0,6362,0,0,0.9,Lower,
2013,California,Clostridium difficile Infection (CDI),"Shriners Hospitals for Children, Los Angeles",.,.,930000141,.,.,Los Angeles,0,880,,,,.,
2013,California,Clostridium difficile Infection (CDI),"Surprise Valley Community Hospital, Cedarville",.,.,230000021,.,.,Modoc,0,66,,,,.,
2013,California,Clostridium difficile Infection (CDI),"Sierra Nevada Memorial Hospital, Grass Valley",.,.,230000262,.,.,Nevada,9,16335,1.1,0.53,2.01,No Different,
2013,California,Clostridium difficile Infection (CDI),"Sierra View District Hospital, Porterville",.,.,120001464,.,.,Tulare,13,22264,1.15,0.64,1.92,No Different,
2013,California,Clostridium difficile Infection (CDI),"Sierra Vista Regional Medical Center, San Luis Obispo",.,.,050000031,.,.,San Luis Obispo,8,18324,0.61,0.29,1.16,No Different,
2013,California,Clostridium difficile Infection (CDI),"Silver Lake Medical Center, Los Angeles",.,.,930000035,.,.,Los Angeles,6,14494,0.85,0.35,1.77,No Different,
2013,California,Clostridium difficile Infection (CDI),Simi Valley Hospital & Health Care Services,.,.,050000455,.,.,Ventura,34,21870,1.94,1.37,2.69,Higher,
2013,California,Clostridium difficile Infection (CDI),"Sonoma Developmental Center, Eldridge",.,.,150000050,.,.,Sonoma,0,1265,,,,.,
2013,California,Clostridium difficile Infection (CDI),Sonoma Valley Hospital,.,.,110000056,.,.,Sonoma,1,3742,0.41,0.02,2.03,No Different,¶ See Data Dictionary
2013,California,Clostridium difficile Infection (CDI),Sonora Regional Medical Center Campus #1,Sonora Regional Medical Center Campus #2,.,030001799,030000365,.,Tuolumne,8,19205,0.83,0.39,1.58,No Different,† See Data Dictionary
2013,California,Clostridium difficile Infection (CDI),Southern California Hospital at Culiver City,.,.,930000015,.,.,Los Angeles,39,69517,0.75,0.54,1.01,No Different,
2013,California,Clostridium difficile Infection (CDI),Southern California Hospital at Hollywood,.,.,930000064,.,.,Los Angeles,5,17054,0.64,0.23,1.42,No Different,
2013,California,Clostridium difficile Infection (CDI),"Southern Inyo Hospital, Lone Pine",.,.,240000102,.,.,Inyo,0,162,,,,.,
2013,California,Clostridium difficile Infection (CDI),"Southwest Healthcare Systems, Murrieta","Southwest Healthcare Systems, Wildomar",.,250000507,250000344,.,Riverside,26,54023,0.64,0.42,0.92,Lower,† See Data Dictionary
2013,California,Clostridium difficile Infection (CDI),St Bernardine Medical Center,.,.,240000103,.,.,San Bernardino,67,64930,1.89,1.48,2.39,Higher,
2013,California,Clostridium difficile Infection (CDI),"St Elizabeth Community Hospital, Red Bluff",.,.,230000020,.,.,Tehama,0,8959,0,0,0.52,Lower,
2013,California,Clostridium difficile Infection (CDI),"St Helena Hospital, Clearlake",.,.,110000044,.,.,Lake,1,4760,0.4,0.02,1.96,No Different,
2013,California,Clostridium difficile Infection (CDI),"St Helena Hospital, St Helena",.,.,110000058,.,.,Napa,13,16726,1.49,0.83,2.48,No Different,
2013,California,Clostridium difficile Infection (CDI),"St John's Pleasant Valley Hospital, Arillo",.,.,050000026,.,.,Ventura,28,13116,3.16,2.14,4.5,Higher,
2013,California,Clostridium difficile Infection (CDI),"St John's Regional Medical Center, Oxnard",.,.,050000035,.,.,Ventura,37,45361,1.06,0.76,1.45,No Different,
2013,California,Clostridium difficile Infection (CDI),"St Joseph Hospital, Eureka",.,.,110000067,.,.,Humboldt,18,26285,1,0.61,1.55,No Different,
2013,California,Clostridium difficile Infection (CDI),"St Joseph Hospital, Orange",.,.,060000067,.,.,Orange,50,76143,0.75,0.56,0.98,Lower,
2013,California,Clostridium difficile Infection (CDI),St Joseph's Medical Center of Stockton,.,.,030000143,.,.,San Joaquin,73,61812,1.4,1.11,1.75,Higher,
2013,California,Clostridium difficile Infection (CDI),"St Jude Medical Center, Fullerton",.,.,060000068,.,.,Orange,75,60831,1.19,0.95,1.49,No Different,
2013,California,Clostridium difficile Infection (CDI),"St Mary Medical Center, Apple Valley",.,.,240000104,.,.,San Bernardino,23,62872,0.68,0.44,1.01,No Different,
2013,California,Clostridium difficile Infection (CDI),"St Mary Medical Center, Long Beach",.,.,930000103,.,.,Los Angeles,27,45498,0.73,0.49,1.05,No Different,
2013,California,Clostridium difficile Infection (CDI),"St Mary's Medical Center, San Francisco",.,.,220000030,.,.,San Francisco,10,34270,0.52,0.26,0.92,Lower,
2013,California,Clostridium difficile Infection (CDI),"St Rose Hospital, Hayward",.,.,140000041,.,.,Alameda,11,28921,0.71,0.38,1.24,No Different,
2013,California,Clostridium difficile Infection (CDI),"Stanford Hospital, Stanford",.,.,070001357,.,.,Santa Clara,193,142400,1.41,1.22,1.62,Higher,
2013,California,Clostridium difficile Infection (CDI),"Stanislaus Surgical Hospital, Modesto",.,.,030001661,.,.,Stanislaus,0,1604,,,,.,
2013,California,Clostridium difficile Infection (CDI),"Sutter Amador Hospital, Jackson",.,.,030000108,.,.,Amador,1,7619,0.21,0.01,1.05,No Different,
2013,California,Clostridium difficile Infection (CDI),"Sutter Auburn Faith Hospital, Auburn",.,.,030000109,.,.,Placer,8,12274,0.98,0.45,1.86,No Different,
2013,California,Clostridium difficile Infection (CDI),"Sutter Coast Hospital, Crescent City",.,.,110000049,.,.,Del Norte,2,7326,0.45,0.08,0.08,No Different,
2013,California,Clostridium difficile Infection (CDI),"Sutter Davis Hospital, Davis",.,.,030000149,.,.,Yolo,4,8613,0.73,1.77,0.23,No Different,
2013,California,Clostridium difficile Infection (CDI),"Sutter Delta Medical Center, Antioch",.,.,140000016,.,.,Contra Costa,22,27411,1.17,0.75,1.74,No Different,
2013,California,Clostridium difficile Infection (CDI),"Sutter General Hospital, Sacramento","Sutter Memorial Hospital, Sacramento",.,030000151,030000112,.,Sacramento,85,109125,1.02,0.82,1.26,No Different,† See Data Dictionary
2013,California,Clostridium difficile Infection (CDI),"Sutter Lakeside Hospital, Lakeport",.,.,110000019,.,.,Lake,3,6147,0.85,0.22,2.31,No Different,
2013,California,Clostridium difficile Infection (CDI),Sutter Maternity & Surgery Center of Santa Cruz,.,.,070000959,.,.,Santa Cruz,0,3934,0,0,1.4,No Different,
2013,California,Clostridium difficile Infection (CDI),Sutter Medical Center of Santa Rosa,.,.,110000007,.,.,Sonoma,7,23613,0.52,0.23,1.03,No Different,
2013,California,Clostridium difficile Infection (CDI),Sutter Roseville Medical Center,.,.,030000134,.,.,Placer,49,85108,0.92,0.69,1.21,No Different,
2013,California,Clostridium difficile Infection (CDI),"Sutter Solano Medical Center, Vallejo",.,.,110000068,.,.,Solano,12,18342,0.88,0.48,1.5,No Different,
2013,California,Clostridium difficile Infection (CDI),"Sutter Surgical Hospital, North Valley, Yuba City",.,.,630011844,.,.,Sutter,0,1571,,,,.,
2013,California,Clostridium difficile Infection (CDI),Sutter Tracy Community Hospital,.,.,030000141,.,.,San Joaquin,5,11339,0.86,0.31,1.9,No Different,
2013,California,Clostridium difficile Infection (CDI),"Tahoe forest Hospital, Truckee",.,.,230000265,.,.,Nevada,2,4279,0.98,0.16,3.23,No Different,
2013,California,Clostridium difficile Infection (CDI),"Tehachapi Hospital, Tehachapi",.,.,120000413,.,.,Kern,0,5008,0,0,1.1,No Different,
2013,California,Clostridium difficile Infection (CDI),"Temple Community Hospital, Los Angeles",.,.,930000143,.,.,Los Angeles,1,9376,0.22,0.01,1.1,No Different,
2013,California,Clostridium difficile Infection (CDI),"Torrance Memorial Medical Center, Torrance",.,.,930000127,.,.,Los Angeles,60,81431,1.01,0.78,1.29,No Different,
2013,California,Clostridium difficile Infection (CDI),"Tri-City Medical Center, Oceanside",.,.,080000152,.,.,San Diego,21,64462,0.49,0.31,0.74,Lower,
2013,California,Clostridium difficile Infection (CDI),"Tri-City Regional Medical Center, Hawaiian Gardens",.,.,930000032,.,.,Los Angeles,0,15388,0,0,0.44,Lower,
2013,California,Clostridium difficile Infection (CDI),"Trinity Hospital, Weaverville",.,.,230000022,.,.,Trinity,0,831,,,,.,
2013,California,Clostridium difficile Infection (CDI),Tulare Regional Medical Center,.,.,120001467,.,.,Tulare,6,15063,0.61,0.25,1.28,No Different,
2013,California,Clostridium difficile Infection (CDI),"Twin Cities Community Hospital, Templeton",.,.,050000037,.,.,San Luis Obispo,5,18412,0.62,0.23,1.37,No Different,
