Year,State,HAI,Facility_ID1,Facility_Name1,County,Hospital_Onset_Cases,Predicted_Cases,Patient_Days,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,Notes
2015,California,Clostridium difficile Infection (CDI),230000012,Mercy Medical Center Mt. Shasta,Siskiyou,0,1.25,2865,0,0,2.4,No difference,
2015,California,Clostridium difficile Infection (CDI),230000010,Mercy Medical Center Redding,Shasta,30,45.36,53750,0.66,0.45,0.93,Lower,
2015,California,Clostridium difficile Infection (CDI),030000127,Mercy San Juan Medical Center,Sacramento,88,79.28,98648,1.11,0.9,1.36,No difference,
2015,California,Clostridium difficile Infection (CDI),120000701,Mercy Southwest Hospital,Kern,7,11.79,19486,0.59,0.26,1.18,No difference,
2015,California,Clostridium difficile Infection (CDI),030000037,Methodist Hospital of Sacramento,Sacramento,28,25.98,37832,1.08,0.73,1.54,No difference,
2015,California,Clostridium difficile Infection (CDI),930000096,Methodist Hospital of Southern California,Los Angeles,64,54.51,66955,1.17,0.91,1.49,No difference,
2015,California,Clostridium difficile Infection (CDI),220000017,Mills-Peninsula Medical Center,San Mateo,39,31.57,47058,1.24,0.89,1.67,No difference,
2015,California,Clostridium difficile Infection (CDI),930000158,Miracle Mile Medical Center,Los Angeles,0,0.2,465,0,0,18.19,No difference,¥ See Data Dictionary
2015,California,Clostridium difficile Infection (CDI),930000027,Mission Community Hospital,Los Angeles,16,11.04,21053,1.45,0.86,2.3,No difference,
2015,California,Clostridium difficile Infection (CDI),060000066,Mission Hospital Laguna Beach,Orange,5,5.41,9171,0.92,0.34,2.05,No difference,
2015,California,Clostridium difficile Infection (CDI),060000060,Mission Hospital Regional Medical Center,Orange,49,49.15,63111,1,0.75,1.31,No difference,
2015,California,Clostridium difficile Infection (CDI),230000011,Modoc Medical Center,Modoc,0,0.16,377,,,,,¶ See Data Dictionary
2015,California,Clostridium difficile Infection (CDI),240000009,Montclair Hospital Medical Center,San Bernardino,10,7.33,9780,1.37,0.69,2.43,No difference,
2015,California,Clostridium difficile Infection (CDI),930000108,Monterey Park Hospital,Los Angeles,,,,,,,,"Incomplete Reporter, see Data Dictionary"
2015,California,Clostridium difficile Infection (CDI),930000109,Motion Picture & Television Hospital,Los Angeles,,,,,,,,"Incomplete Reporter, see Data Dictionary"
2015,California,Clostridium difficile Infection (CDI),240000052,Mountains Community Hospital,San Bernardino,,,,,,,,"Incomplete Reporter, see Data Dictionary"
2015,California,Clostridium difficile Infection (CDI),070000145,Natividad Medical Center,Monterey,5,17.6,30732,0.28,0.1,0.63,Lower,
2015,California,Clostridium difficile Infection (CDI),110000010,Northbay Medical Center,Solano,36,23.22,29999,1.55,1.1,2.12,Higher,
2015,California,Clostridium difficile Infection (CDI),110000378,Northbay Vacavalley Hospital,Solano,16,9.53,11619,1.68,0.99,2.67,No difference,
2015,California,Clostridium difficile Infection (CDI),240000037,Northern Inyo Hospital,Inyo,1,2.5,3987,0.4,0.02,1.97,No difference,
2015,California,Clostridium difficile Infection (CDI),930000111,Northridge Hospital Medical Center,Los Angeles,42,42.42,45670,0.99,0.72,1.33,No difference,
2015,California,Clostridium difficile Infection (CDI),110000982,Novato Community Hospital,Marin,2,2.63,5642,0.76,0.13,2.52,No difference,
2015,California,Clostridium difficile Infection (CDI),070000146,O'Connor Hospital,Santa Clara,28,29.48,35788,0.95,0.64,1.35,No difference,
2015,California,Clostridium difficile Infection (CDI),030000131,Oak Valley District Hospital,Stanislaus,,,,,,,,"Incomplete Reporter, see Data Dictionary"
2015,California,Clostridium difficile Infection (CDI),050000023,Ojai Valley Community Hospital,Ventura,1,1.21,2219,0.83,0.04,4.07,No difference,
2015,California,Clostridium difficile Infection (CDI),930000105,Olympia Medical Center,Los Angeles,49,20.7,28173,2.37,1.77,3.1,Higher,
2015,California,Clostridium difficile Infection (CDI),060000208,Orange Coast Memorial Medical Center,Orange,22,31.67,43594,0.7,0.45,1.04,No difference,
2015,California,Clostridium difficile Infection (CDI),060000073,Orange County Global Medical Center,Orange,28,24.66,35512,1.14,0.77,1.62,No difference,
2015,California,Clostridium difficile Infection (CDI),230000001,Orchard Hospital,Butte,,,,,,,,"Incomplete Reporter, see Data Dictionary"
2015,California,Clostridium difficile Infection (CDI),230000014,Oroville Hospital,Butte,9,27.19,41553,0.33,0.16,0.61,Lower,
2015,California,Clostridium difficile Infection (CDI),930000052,PIH Hospital - Downey,Los Angeles,26,21.31,26753,1.22,0.81,1.76,No difference,
2015,California,Clostridium difficile Infection (CDI),930000057,Pacific Alliance Medical Center,Los Angeles,14,18.15,28618,0.77,0.44,1.26,No difference,
2015,California,Clostridium difficile Infection (CDI),930000133,Pacifica Hospital of the Valley,Los Angeles,2,10.67,21754,0.19,0.03,0.62,Lower,
2015,California,Clostridium difficile Infection (CDI),930000077,Palmdale Regional Medical Center,Los Angeles,42,27.12,37341,1.55,1.13,2.07,Higher,
2015,California,Clostridium difficile Infection (CDI),250000042,Palo Verde Hospital,Riverside,1,1.06,2202,0.94,0.05,4.64,No difference,¶ See Data Dictionary
2015,California,Clostridium difficile Infection (CDI),080000142,Palomar Health Downtown Campus,San Diego,0,5.22,11962,0,0,0.57,Lower,
2015,California,Clostridium difficile Infection (CDI),630013873,Palomar Medical Center,San Diego,60,58.33,86486,1.03,0.79,1.32,No difference,
2015,California,Clostridium difficile Infection (CDI),090000145,Paradise Valley Hospital,San Diego,13,28.53,54814,0.46,0.25,0.76,Lower,
2015,California,Clostridium difficile Infection (CDI),250000044,Parkview Community Hospital Medical Center,Riverside,33,20.84,39548,1.58,1.11,2.2,Higher,
2015,California,Clostridium difficile Infection (CDI),230000444,Patients' Hospital of Redding,Shasta,0,0.33,608,0,0,11.12,No difference,¥ See Data Dictionary
2015,California,Clostridium difficile Infection (CDI),110000040,Petaluma Valley Hospital,Sonoma,10,5.64,9780,1.77,0.9,3.16,No difference,
2015,California,Clostridium difficile Infection (CDI),090000146,Pioneers Memorial Healthcare District,Imperial,14,11.33,17235,1.24,0.7,2.02,No difference,
2015,California,Clostridium difficile Infection (CDI),060000062,Placentia Linda Hospital,Orange,3,8.57,15109,0.35,0.09,0.95,Lower,
2015,California,Clostridium difficile Infection (CDI),230000015,Plumas District Hospital,Plumas,0,0.62,1432,0,0,5.91,No difference,¥ See Data Dictionary
2015,California,Clostridium difficile Infection (CDI),080000147,Pomerado Hospital,San Diego,19,12.69,21720,1.5,0.93,2.29,No difference,
2015,California,Clostridium difficile Infection (CDI),930000123,Pomona Valley Hospital Medical Center,Los Angeles,97,67.28,76919,1.44,1.18,1.75,Higher,
2015,California,Clostridium difficile Infection (CDI),170001874,Porterville Developmental Center,Tulare,0,0.38,879,0,0,9.62,No difference,¥ See Data Dictionary
2015,California,Clostridium difficile Infection (CDI),930000099,Presbyterian Intercommunity Hospital,Los Angeles,45,46.52,67312,0.97,0.71,1.28,No difference,
2015,California,Clostridium difficile Infection (CDI),930000066,Providence Holy Cross Medical Center,Los Angeles,60,55.85,72335,1.07,0.83,1.37,No difference,
2015,California,Clostridium difficile Infection (CDI),930000157,Providence Little Company of Mary Medical Center San Pedro,Los Angeles,14,17.63,27101,0.79,0.45,1.3,No difference,
2015,California,Clostridium difficile Infection (CDI),930000081,Providence Little Company of Mary Medical Center Torrance,Los Angeles,33,38.44,69078,0.86,0.6,1.19,No difference,
2015,California,Clostridium difficile Infection (CDI),930000100,Providence Saint John's Health Center,Los Angeles,42,37.79,54390,1.11,0.81,1.49,No difference,
2015,California,Clostridium difficile Infection (CDI),930000101,Providence Saint Joseph Medical Center,Los Angeles,88,45.55,50282,1.93,1.56,2.37,Higher,
2015,California,Clostridium difficile Infection (CDI),930000091,Providence Tarzana Medical Center,Los Angeles,50,42.13,52340,1.19,0.89,1.55,No difference,
2015,California,Clostridium difficile Infection (CDI),110000041,Queen of the Valley Medical Center,Napa,30,16.95,25562,1.77,1.22,2.5,Higher,
2015,California,Clostridium difficile Infection (CDI),080000023,Rady Children's Hospital - San Diego,San Diego,30,44.41,66292,0.68,0.46,0.95,Lower,
2015,California,Clostridium difficile Infection (CDI),240000046,Redlands Community Hospital,San Bernardino,61,28.92,38645,2.11,1.63,2.69,Higher,
2015,California,Clostridium difficile Infection (CDI),110000045,Redwood Memorial Hospital,Humboldt,0,2.92,5343,0,0,1.03,No difference,
2015,California,Clostridium difficile Infection (CDI),070000133,Regional Medical Center of San Jose,Santa Clara,25,30.97,35113,0.81,0.53,1.17,No difference,¶ See Data Dictionary
2015,California,Clostridium difficile Infection (CDI),230000261,Rideout Memorial Hospital,Yuba,43,39.82,49466,1.08,0.79,1.44,No difference,"*Hospitals reported combined data, see Data Dictionary"
2015,California,Clostridium difficile Infection (CDI),120000409,Ridgecrest Regional Hospital,Kern,,,,,,,,"Incomplete Reporter, see Data Dictionary"
2015,California,Clostridium difficile Infection (CDI),250000049,Riverside Community Hospital,Riverside,130,85.76,100688,1.52,1.27,1.79,Higher,
2015,California,Clostridium difficile Infection (CDI),250000050,Riverside County Regional Medical Center,Riverside,57,61.02,69089,0.93,0.71,1.2,No difference,
2015,California,Clostridium difficile Infection (CDI),930000162,Ronald Reagan UCLA Medical Center,Los Angeles,142,132.47,145636,1.07,0.91,1.26,No difference,
2015,California,Clostridium difficile Infection (CDI),060000063,Saddleback Memorial Medical Center,Orange,47,39.94,48240,1.18,0.88,1.55,No difference,"*Hospitals reported combined data, see Data Dictionary"
2015,California,Clostridium difficile Infection (CDI),040000126,Saint Agnes Medical Center,Fresno,32,64.09,88520,0.5,0.35,0.7,Lower,
2015,California,Clostridium difficile Infection (CDI),930000128,Saint Francis Medical Center,Los Angeles,38,47.21,83092,0.81,0.58,1.09,No difference,
2015,California,Clostridium difficile Infection (CDI),220000029,Saint Francis Memorial Hospital,San Francisco,15,14.15,22115,1.06,0.62,1.71,No difference,
2015,California,Clostridium difficile Infection (CDI),070000635,Saint Louise Regional Hospital,Santa Clara,15,13.87,20076,1.08,0.63,1.74,No difference,
2015,California,Clostridium difficile Infection (CDI),930000104,Saint Vincent Medical Center,Los Angeles,20,15.51,20732,1.29,0.81,1.96,No difference,¶ See Data Dictionary
2015,California,Clostridium difficile Infection (CDI),070000147,Salinas Valley Memorial Hospital,Monterey,,,,,,,,"Incomplete Reporter, see Data Dictionary"
2015,California,Clostridium difficile Infection (CDI),240000053,San Antonio Regional Hospital,San Bernardino,43,32.35,50393,1.33,0.97,1.77,No difference,
2015,California,Clostridium difficile Infection (CDI),930000125,San Dimas Community Hospital,Los Angeles,14,10.43,15457,1.34,0.76,2.2,No difference,
2015,California,Clostridium difficile Infection (CDI),220000019,San Francisco General Hospital,San Francisco,49,91.78,82784,0.53,0.4,0.7,Lower,
2015,California,Clostridium difficile Infection (CDI),930000041,San Gabriel Valley Medical Center,Los Angeles,35,27.45,41398,1.28,0.9,1.75,No difference,
2015,California,Clostridium difficile Infection (CDI),250000101,San Gorgonio Memorial Hospital,Riverside,25,12.36,16578,2.02,1.34,2.94,Higher,
2015,California,Clostridium difficile Infection (CDI),120000411,San Joaquin Community Hospital,Kern,68,59.52,71247,1.14,0.89,1.44,No difference,
2015,California,Clostridium difficile Infection (CDI),030000135,San Joaquin General Hospital,San Joaquin,36,31.08,37222,1.16,0.82,1.59,No difference,
2015,California,Clostridium difficile Infection (CDI),630013913,San Leandro Hospital,Alameda,8,6.44,12584,1.24,0.58,2.36,No difference,
2015,California,Clostridium difficile Infection (CDI),220000007,San Mateo Medical Center,San Mateo,4,7.97,12955,0.5,0.16,1.21,No difference,
2015,California,Clostridium difficile Infection (CDI),140000704,San Ramon Regional Medical Center,Contra Costa,14,8.97,17368,1.56,0.89,2.56,No difference,"*Hospitals reported combined data, see Data Dictionary"
2015,California,Clostridium difficile Infection (CDI),050000280,Santa Barbara Cottage Hospital,Santa Barbara,33,43.96,76379,0.75,0.53,1.04,No difference,"*Hospitals reported combined data, see Data Dictionary"
2015,California,Clostridium difficile Infection (CDI),070000149,Santa Clara Valley Medical Center,Santa Clara,87,106.39,120582,0.82,0.66,1,No difference,
2015,California,Clostridium difficile Infection (CDI),930000049,Santa Monica - UCLA Medical Center and Orthopaedic Hospital,Los Angeles,61,68.69,70319,0.89,0.69,1.13,No difference,
2015,California,Clostridium difficile Infection (CDI),140001268,Santa Rosa Memorial Hospital,Sonoma,64,46.97,65145,1.36,1.06,1.73,Higher,
2015,California,Clostridium difficile Infection (CDI),050000030,Santa Ynez Valley Cottage Hospital,Santa Barbara,0,0.19,394,,,,,¶ See Data Dictionary
2015,California,Clostridium difficile Infection (CDI),080000022,Scripps Green Hospital,San Diego,46,29.32,38971,1.57,1.16,2.07,Higher,
2015,California,Clostridium difficile Infection (CDI),080000150,Scripps Memorial Hospital - Encinitas,San Diego,27,28.76,42267,0.94,0.63,1.35,No difference,
2015,California,Clostridium difficile Infection (CDI),080000149,Scripps Memorial Hospital - La Jolla,San Diego,66,54.3,73602,1.22,0.95,1.54,No difference,
2015,California,Clostridium difficile Infection (CDI),090000025,Scripps Mercy Hospital,San Diego,86,78.66,83776,1.09,0.88,1.34,No difference,
2015,California,Clostridium difficile Infection (CDI),090000016,Scripps Mercy Hospital Chula Vista,San Diego,40,25.52,37357,1.57,1.14,2.11,Higher,
2015,California,Clostridium difficile Infection (CDI),230000017,Seneca District Hospital,Plumas,,,,,,,,"Incomplete Reporter, see Data Dictionary"
2015,California,Clostridium difficile Infection (CDI),220000025,Sequoia Hospital,San Mateo,15,15.16,22987,0.99,0.58,1.6,No difference,
2015,California,Clostridium difficile Infection (CDI),220000026,Seton Medical Center,San Mateo,29,17.44,30001,1.66,1.14,2.36,Higher,"*Hospitals reported combined data, see Data Dictionary"
2015,California,Clostridium difficile Infection (CDI),090000021,Sharp Chula Vista Medical Center,San Diego,48,35.37,66825,1.36,1.01,1.78,Higher,
2015,California,Clostridium difficile Infection (CDI),090000033,Sharp Coronado Hospital and Healthcare Center,San Diego,3,3.59,5873,0.84,0.21,2.28,No difference,
2015,California,Clostridium difficile Infection (CDI),080001470,Sharp Mary Birch Hospital For Women And Newborns,San Diego,1,20.49,34083,0.05,0,0.24,Lower,
2015,California,Clostridium difficile Infection (CDI),080000036,Sharp Memorial Hospital,San Diego,104,79.68,92536,1.31,1.07,1.58,Higher,
2015,California,Clostridium difficile Infection (CDI),230000016,Shasta Regional Medical Center,Shasta,38,22.57,32824,1.68,1.21,2.29,Higher,
2015,California,Clostridium difficile Infection (CDI),930000140,Sherman Oaks Hospital,Los Angeles,32,18.53,34065,1.73,1.2,2.41,Higher,
2015,California,Clostridium difficile Infection (CDI),930000141,Shriners Hospitals for Children,Los Angeles,,,,,,,,"Incomplete Reporter, see Data Dictionary"
2015,California,Clostridium difficile Infection (CDI),030001506,Shriners Hospitals for Children Northern California,Sacramento,0,3.38,6430,0,0,0.89,Lower,
2015,California,Clostridium difficile Infection (CDI),230000262,Sierra Nevada Memorial Hospital,Nevada,16,9.88,20309,1.62,0.96,2.57,No difference,
2015,California,Clostridium difficile Infection (CDI),120001464,Sierra View Medical Center,Tulare,7,10.3,19247,0.68,0.3,1.34,No difference,
2015,California,Clostridium difficile Infection (CDI),050000031,Sierra Vista Regional Medical Center,San Luis Obispo,10,13,19022,0.77,0.39,1.37,No difference,
2015,California,Clostridium difficile Infection (CDI),930000035,Silver Lake Medical Center,Los Angeles,13,8.67,11948,1.5,0.83,2.5,No difference,
2015,California,Clostridium difficile Infection (CDI),050000455,Simi Valley Hospital & Health Care Services,Ventura,42,20.94,27895,2.01,1.46,2.69,Higher,
2015,California,Clostridium difficile Infection (CDI),150000050,Sonoma Developmental Center,Sonoma,,,,,,,,"Incomplete Reporter, see Data Dictionary"
2015,California,Clostridium difficile Infection (CDI),110000056,Sonoma Valley Hospital,Sonoma,5,2.95,4288,1.69,0.62,3.75,No difference,
2015,California,Clostridium difficile Infection (CDI),030001799,Sonora Regional Medical Center,Tuolumne,10,9.58,20760,1.04,0.53,1.86,No difference,"*Hospitals reported combined data, see Data Dictionary"
2015,California,Clostridium difficile Infection (CDI),060000021,South Coast Global Medical Center,Orange,4,6.56,10854,0.61,0.19,1.47,No difference,
2015,California,Clostridium difficile Infection (CDI),930000015,Southern California Hospital at Culver City,Los Angeles,,,,,,,,"Incomplete Reporter, see Data Dictionary"
2015,California,Clostridium difficile Infection (CDI),930000064,Southern California Hospital at Hollywood,Los Angeles,,,,,,,,"Incomplete Reporter, see Data Dictionary"
2015,California,Clostridium difficile Infection (CDI),240000102,Southern Inyo Hospital,Inyo,,,,,,,,"Incomplete Reporter, see Data Dictionary"
2015,California,Clostridium difficile Infection (CDI),250000507,"Southwest Healthcare System, Murrieta",Riverside,19,14.89,24760,1.28,0.79,1.96,No difference,
2015,California,Clostridium difficile Infection (CDI),250000344,"Southwest Healthcare System, Wildomar",Riverside,37,18.13,32304,2.04,1.46,2.78,Higher,
2015,California,Clostridium difficile Infection (CDI),050000026,St Johns Pleasant Valley Hospital,Ventura,20,8.65,14928,2.31,1.45,3.51,Higher,
2015,California,Clostridium difficile Infection (CDI),050000035,St Johns Regional Medical Center,Ventura,34,32.07,44588,1.06,0.75,1.47,No difference,
2015,California,Clostridium difficile Infection (CDI),140000041,St Rose Hospital,Alameda,33,21.09,27867,1.56,1.1,2.17,Higher,
2015,California,Clostridium difficile Infection (CDI),240000103,St. Bernardine Medical Center,San Bernardino,71,56.15,66684,1.26,1,1.59,No difference,
2015,California,Clostridium difficile Infection (CDI),230000020,St. Elizabeth Community Hospital,Tehama,2,4.81,8003,0.42,0.07,1.38,No difference,
2015,California,Clostridium difficile Infection (CDI),110000058,St. Helena Hospital,Napa,11,7.96,16205,1.38,0.73,2.4,No difference,
2015,California,Clostridium difficile Infection (CDI),110000044,St. Helena Hospital - Clearlake,Lake,1,2.29,5092,0.44,0.02,2.16,No difference,
2015,California,Clostridium difficile Infection (CDI),110000067,"St. Joseph Hospital, Eureka",Humboldt,28,19.53,28249,1.43,0.97,2.05,No difference,
2015,California,Clostridium difficile Infection (CDI),060000067,"St. Joseph Hospital, Orange",Orange,48,57.54,58103,0.83,0.62,1.1,No difference,¶ See Data Dictionary
2015,California,Clostridium difficile Infection (CDI),030000143,St. Joseph's Medical Center Of Stockton,San Joaquin,63,55.41,71866,1.14,0.88,1.45,No difference,
2015,California,Clostridium difficile Infection (CDI),060000068,St. Jude Medical Center,Orange,58,60.34,64140,0.96,0.74,1.23,No difference,
2015,California,Clostridium difficile Infection (CDI),240000104,"St. Mary Medical Center, Apple Valley",San Bernardino,14,33.97,60943,0.41,0.24,0.68,Lower,
2015,California,Clostridium difficile Infection (CDI),930000103,"St. Mary Medical Center, Long Beach",Los Angeles,27,36.62,44457,0.74,0.5,1.06,No difference,
2015,California,Clostridium difficile Infection (CDI),220000030,St. Mary's Medical Center,San Francisco,15,15.57,24472,0.96,0.56,1.55,No difference,
2015,California,Clostridium difficile Infection (CDI),070001357,Stanford Health Care,Santa Clara,153,136.42,150925,1.12,0.95,1.31,No difference,
2015,California,Clostridium difficile Infection (CDI),030001661,Stanislaus Surgical Hospital,Stanislaus,0,0.6,1366,0,0,6.19,No difference,¥ See Data Dictionary
2015,California,Clostridium difficile Infection (CDI),230000021,Surprise Valley Community Hospital,Modoc,,,,,,,,"Incomplete Reporter, see Data Dictionary"
2015,California,Clostridium difficile Infection (CDI),030000108,Sutter Amador Hospital,Amador,3,4.47,8684,0.67,0.17,1.83,No difference,
2015,California,Clostridium difficile Infection (CDI),030000109,Sutter Auburn Faith Hospital,Placer,15,7.73,11232,1.94,1.13,3.13,Higher,
2015,California,Clostridium difficile Infection (CDI),110000049,Sutter Coast Hospital,Del Norte,10,3.12,6271,3.21,1.63,5.72,Higher,
2015,California,Clostridium difficile Infection (CDI),030000149,Sutter Davis Hospital,Yolo,5,5.08,9141,0.99,0.36,2.18,No difference,
2015,California,Clostridium difficile Infection (CDI),140000016,Sutter Delta Medical Center,Contra Costa,20,20.07,30749,1,0.63,1.51,No difference,
2015,California,Clostridium difficile Infection (CDI),110000019,Sutter Lakeside Hospital,Lake,9,3.46,6424,2.6,1.27,4.77,Higher,
2015,California,Clostridium difficile Infection (CDI),070000959,Sutter Maternity & Surgery Center of Santa Cruz,Santa Cruz,0,1.73,3967,0,0,1.73,No difference,
2015,California,Clostridium difficile Infection (CDI),030000151,"Sutter Medical Center, Sacramento",Sacramento,69,82.42,110161,0.84,0.66,1.05,No difference,
2015,California,Clostridium difficile Infection (CDI),030000134,Sutter Roseville Medical Center,Placer,61,46.85,65917,1.3,1.01,1.66,Higher,
2015,California,Clostridium difficile Infection (CDI),110000007,Sutter Santa Rosa Regional Hospital,Sonoma,11,10.34,19250,1.06,0.56,1.85,No difference,
2015,California,Clostridium difficile Infection (CDI),110000068,Sutter Solano Medical Center,Solano,14,13.23,17208,1.06,0.6,1.73,No difference,
2015,California,Clostridium difficile Infection (CDI),630011844,Sutter Surgical Hospital - North Valley,Sutter,,,,,,,,"Incomplete Reporter, see Data Dictionary"
2015,California,Clostridium difficile Infection (CDI),030000141,Sutter Tracy Community Hospital,San Joaquin,22,6,12121,3.67,2.36,5.46,Higher,
2015,California,Clostridium difficile Infection (CDI),230000265,Tahoe Forest Hospital,Nevada,3,2.16,3560,1.39,0.35,3.78,No difference,
2015,California,Clostridium difficile Infection (CDI),120000413,Tehachapi Hospital,Kern,1,2.36,4324,0.42,0.02,2.09,No difference,¶ See Data Dictionary
2015,California,Clostridium difficile Infection (CDI),630014442,Temecula Valley Hospital,Riverside,18,15.88,25323,1.13,0.69,1.76,No difference,
2015,California,Clostridium difficile Infection (CDI),050001468,Thousand Oaks Surgical Hospital,Ventura,0,1.43,2623,0,0,2.09,No difference,
2015,California,Clostridium difficile Infection (CDI),930000127,Torrance Memorial Medical Center,Los Angeles,85,64.56,90866,1.32,1.06,1.62,Higher,
2015,California,Clostridium difficile Infection (CDI),080000152,Tri-City Medical Center,San Diego,42,45.95,57643,0.91,0.67,1.22,No difference,
2015,California,Clostridium difficile Infection (CDI),230000022,Trinity Hospital,Trinity,,,,,,,,"Incomplete Reporter, see Data Dictionary"
2015,California,Clostridium difficile Infection (CDI),120001467,Tulare Regional Medical Center,Tulare,9,8.09,14966,1.11,0.54,2.04,No difference,
2015,California,Clostridium difficile Infection (CDI),050000037,Twin Cities Community Hospital,San Luis Obispo,8,10.74,15782,0.75,0.35,1.42,No difference,
2015,California,Clostridium difficile Infection (CDI),220000031,UCSF Medical Center,San Francisco,232,170.83,191431,1.36,1.19,1.54,Higher,"*Hospitals reported combined data, see Data Dictionary"
2015,California,Clostridium difficile Infection (CDI),930000163,USC Kenneth Norris Jr. Cancer Hospital,Los Angeles,25,10.01,12409,2.5,1.65,3.63,Higher,
2015,California,Clostridium difficile Infection (CDI),110000070,Ukiah Valley Medical Center,Mendocino,13,8.64,12665,1.5,0.84,2.51,No difference,
2015,California,Clostridium difficile Infection (CDI),030000113,University of California Davis Medical Center,Sacramento,104,109.94,163075,0.95,0.78,1.14,No difference,
2015,California,Clostridium difficile Infection (CDI),060000071,University of California Irvine Medical Center,Orange,148,104.48,106138,1.42,1.2,1.66,Higher,
2015,California,Clostridium difficile Infection (CDI),090000154,"University of California, San Diego Medical Center",San Diego,204,146.17,162864,1.4,1.21,1.6,Higher,"*Hospitals reported combined data, see Data Dictionary"
2015,California,Clostridium difficile Infection (CDI),040000129,Valley Children's Hospital,Madera,24,42.88,54138,0.56,0.37,0.82,Lower,
2015,California,Clostridium difficile Infection (CDI),930000129,Valley Presbyterian Hospital,Los Angeles,44,42.38,56489,1.04,0.76,1.38,No difference,
2015,California,Clostridium difficile Infection (CDI),140000797,Valleycare Medical Center,Alameda,51,27.64,36755,1.85,1.39,2.41,Higher,"*Hospitals reported combined data, see Data Dictionary"
2015,California,Clostridium difficile Infection (CDI),050000039,Ventura County Medical Center,Ventura,14,19.15,37263,0.73,0.42,1.2,No difference,
2015,California,Clostridium difficile Infection (CDI),630010957,Ventura County Medical Center - Santa Paula Hospital,Ventura,3,2.71,5793,1.11,0.28,3.02,No difference,
2015,California,Clostridium difficile Infection (CDI),930000187,Verdugo Hills Hospital,Los Angeles,11,11.28,17975,0.98,0.51,1.7,No difference,
2015,California,Clostridium difficile Infection (CDI),240000054,Victor Valley Global Medical Center,San Bernardino,27,15.46,24205,1.75,1.17,2.51,Higher,
2015,California,Clostridium difficile Infection (CDI),140000118,Washington Hospital,Alameda,56,32.83,56575,1.71,1.3,2.2,Higher,
2015,California,Clostridium difficile Infection (CDI),070000155,Watsonville Community Hospital,Santa Cruz,4,7.27,14566,0.55,0.18,1.33,No difference,
2015,California,Clostridium difficile Infection (CDI),060000016,West Anaheim Medical Center,Orange,16,21.65,25608,0.74,0.44,1.17,No difference,¶ See Data Dictionary
2015,California,Clostridium difficile Infection (CDI),930000188,West Covina Medical Center,Los Angeles,0,0.78,1797,0,0,4.71,No difference,¥ See Data Dictionary
2015,California,Clostridium difficile Infection (CDI),930000028,West Hills Hospital & Medical Center,Los Angeles,58,30.87,43794,1.88,1.44,2.41,Higher,
2015,California,Clostridium difficile Infection (CDI),930000191,White Memorial Medical Center,Los Angeles,62,64.66,76656,0.96,0.74,1.22,No difference,
2015,California,Clostridium difficile Infection (CDI),930000151,Whittier Hospital Medical Center,Los Angeles,18,20.61,28698,0.87,0.53,1.35,No difference,
2015,California,Clostridium difficile Infection (CDI),030000146,Woodland Memorial Hospital,Yolo,7,7.15,10897,0.98,0.43,1.94,No difference,
