Year,State,County,HAI,Facility_ID,Facility_Name,Hospital_Category_RiskAdjustment,Facility_Type,Infections_Reported,Infections_Predicted,Patient_Days,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,On_Track,Months,SIR_2015,Notes
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000912,"Keck Hospital of USC, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,2.75,4717,0,0,1.09,Same,Yes,,0.99,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000033,Kindred Hospital Paramount,Long-Term Acute Care Hospital,Long-Term Acute Care,26,32.01,31680,0.81,0.54,1.17,Same,No,12,0.4,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000144,"Kindred Hospital, Baldwin Park",Long-Term Acute Care Hospital,Long-Term Acute Care,19,26.99,24640,0.7,0.44,1.08,Same,Yes,12,0.93,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000089,"Kindred Hospital, La Mirada",Long-Term Acute Care Hospital,Long-Term Acute Care,15,15.85,16790,0.95,0.55,1.53,Same,No,12,1.65,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000088,"Kindred Hospital, Los Angeles",Long-Term Acute Care Hospital,Long-Term Acute Care,43,39.67,30890,1.08,0.79,1.45,Same,No,12,1.19,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000042,"Kindred Hospital, San Gabriel Valley",Long-Term Acute Care Hospital,Long-Term Acute Care,23,25.65,18170,0.9,0.58,1.32,Same,No,12,1.34,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000039,"Kindred Hospital, South Bay",Long-Term Acute Care Hospital,Long-Term Acute Care,15,17.16,17570,0.87,0.51,1.41,Same,No,12,1.18,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000035,L.A. Downtown Medical Center,Acute Care Hospital,"Community, <125 Beds",1,5.74,12897,0.17,0.01,0.86,Better,Yes,12,1.5,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),060000040,LAC+USC Medical Center,Acute Care Hospital,Major Teaching,41,105.45,168925,0.39,0.28,0.52,Better,Yes,12,0.71,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),060000027,LAC/Harbor UCLA Medical Center,Acute Care Hospital,Major Teaching,30,57,86637,0.53,0.36,0.74,Better,Yes,12,0.99,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),060000038,LAC/Olive View UCLA Medical Center,Acute Care Hospital,Major Teaching,16,30.64,45949,0.52,0.31,0.83,Better,Yes,12,0.81,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),060000028,LAC/Rancho Los Amigos National Rehabilitation Center,Acute Care Hospital,"Community, 125-250 Beds",5,5.11,18717,0.98,0.36,2.17,Same,No,12,0.2,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),060000028,"LAC/Rancho Los Amigos National Rehabilitation Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,3,9.51,24671,0.32,0.08,0.86,Better,Yes,,0.26,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000047,Lakewood Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",14,17.4,41409,0.81,0.46,1.32,Same,No,12,0.77,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000085,Los Angeles Community Hospital,Acute Care Hospital,"Community, <125 Beds",7,8.43,26559,0.83,0.36,1.64,Same,No,12,0.58,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),060000035,Martin Luther King Jr. Community Hospital,Acute Care Hospital,"Community, 125-250 Beds",6,20.41,39428,0.29,0.12,0.61,Better,Yes,12,,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000092,Memorial Hospital of Gardena,Acute Care Hospital,"Community, <125 Beds",5,9.89,26144,0.51,0.19,1.12,Same,Yes,12,0.81,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000095,MemorialCare Long Beach Medical Center,Acute Care Hospital,Major Teaching,32,51.46,97246,0.62,0.43,0.87,Better,Yes,12,1.71,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000095,"MemorialCare Long Beach Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,1,2.69,6973,0.37,0.02,1.84,Same,Yes,,2.04,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930001709,MemorialCare Miller Children's & Women's Hospital Long Beach,Acute Care Hospital,Pediatric,8,13.95,46501,0.57,0.27,1.09,Same,Yes,12,0.95,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000096,Methodist Hospital of Southern California,Acute Care Hospital,"Community, >250 Beds",19,31.71,68038,0.6,0.37,0.92,Better,Yes,12,1.19,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000096,"Methodist Hospital of Southern California, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,2,3.16,7943,0.63,0.11,2.09,Same,Yes,,1.38,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000027,Mission Community Hospital,Acute Care Hospital,"Community, 125-250 Beds",10,16.34,44027,0.61,0.31,1.09,Same,Yes,12,1.75,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000107,Monrovia Memorial Hospital,Long-Term Acute Care Hospital,Long-Term Acute Care,6,6.14,8549,0.98,0.4,2.03,Same,No,12,0.39,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000108,Monterey Park Hospital,Acute Care Hospital,"Community, <125 Beds",12,4.38,18938,2.74,1.49,4.66,Worse,No,12,2.29,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000111,Northridge Hospital Medical Center,Acute Care Hospital,Major Teaching,13,35.12,50106,0.37,0.21,0.62,Better,Yes,12,0.94,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000111,"Northridge Hospital Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,1,3.25,6291,0.31,0.02,1.52,Same,Yes,,0.9,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000112,Norwalk Community Hospital,Acute Care Hospital,"Community, <125 Beds",2,4.58,14189,0.44,0.07,1.44,Same,Yes,12,,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000105,Olympia Medical Center,Acute Care Hospital,"Community, 125-250 Beds",11,7.57,18520,1.45,0.76,2.52,Same,No,9,1.89,"Incomplete Reporter, interpret with caution"
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000052,"PIH Health Hospital, Downey",Acute Care Hospital,Major Teaching,23,23.63,32953,0.97,0.63,1.44,Same,No,12,1.17,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000099,"PIH Health Hospital, Whittier",Acute Care Hospital,"Community, >250 Beds",45,62.25,76380,0.72,0.53,0.96,Better,Yes,12,1.1,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000099,"PIH Health Hospital, Whittier, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,2,1.43,2777,1.4,0.23,4.61,Same,No,,2.05,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000133,Pacifica Hospital of the Valley,Acute Care Hospital,"Community, <125 Beds",1,2.27,7397,0.44,0.02,2.18,Same,Yes,12,0.29,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000077,Palmdale Regional Medical Center,Acute Care Hospital,Major Teaching,10,21.34,31691,0.47,0.24,0.84,Better,Yes,12,1.54,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000077,"Palmdale Regional Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,2.83,5516,0,0,1.06,Same,Yes,,,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000123,Pomona Valley Hospital Medical Center,Acute Care Hospital,Major Teaching,35,66.97,78457,0.52,0.37,0.72,Better,Yes,12,1.21,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000091,Providence Cedars-Sinai Tarzana Medical Center,Acute Care Hospital,"Community, 125-250 Beds",4,21.89,50611,0.18,0.06,0.44,Better,Yes,12,1.19,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000066,Providence Holy Cross Medical Center,Acute Care Hospital,"Community, >250 Beds",10,33.59,74522,0.3,0.15,0.53,Better,Yes,12,1.08,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000066,"Providence Holy Cross Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,1.27,3288,0,0,2.37,Same,Yes,,1.31,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000157,Providence Little Company of Mary Medical Center San Pedro,Acute Care Hospital,"Community, >250 Beds",3,7.14,18478,0.42,0.11,1.14,Same,Yes,12,1.14,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000157,"Providence Little Company of Mary Medical Center San Pedro, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,1.83,4746,0,0,1.64,Same,Yes,,0,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000081,Providence Little Company of Mary Medical Center Torrance,Acute Care Hospital,"Community, >250 Beds",11,32.17,64137,0.34,0.18,0.59,Better,Yes,12,0.78,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000100,Providence Saint John's Health Center,Acute Care Hospital,"Community, >250 Beds",18,24.71,60551,0.73,0.45,1.13,Same,Yes,12,1.49,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000101,Providence Saint Joseph Medical Center,Acute Care Hospital,"Community, >250 Beds",16,46.92,75740,0.34,0.2,0.54,Better,Yes,12,1.58,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000101,"Providence Saint Joseph Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.82,2288,0,0,4.511,Same,Yes,,0.65,¥ See Data Dictionary
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000162,Ronald Reagan UCLA Medical Center,Acute Care Hospital,Major Teaching,105,102.1,143336,1.03,0.85,1.24,Same,No,12,1.24,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000128,Saint Francis Medical Center,Acute Care Hospital,"Community, >250 Beds",41,59.41,93734,0.69,0.5,0.93,Better,Yes,12,0.82,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000104,Saint Vincent Medical Center,Acute Care Hospital,"Community, 125-250 Beds",30,22.91,31922,1.31,0.9,1.85,Same,No,9,0.78,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000104,"Saint Vincent Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,1.38,2688,0,0,2.17,Same,Yes,,0.35,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000125,San Dimas Community Hospital,Acute Care Hospital,"Community, <125 Beds",0,5.42,12887,0,0,0.55,Better,Yes,12,1.23,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000041,San Gabriel Valley Medical Center,Acute Care Hospital,"Community, 125-250 Beds",16,21.13,36959,0.76,0.45,1.2,Same,Yes,12,1.28,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000049,Santa Monica - UCLA Medical Center and Orthopaedic Hospital,Acute Care Hospital,Major Teaching,32,57.41,80378,0.56,0.39,0.78,Better,Yes,12,1.03,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000140,Sherman Oaks Hospital,Acute Care Hospital,"Community, 125-250 Beds",4,13.38,19197,0.3,0.1,0.72,Better,Yes,12,1.39,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000015,Southern California Hospital at Culver City,Acute Care Hospital,"Community, >250 Beds",22,16.6,38036,1.33,0.85,1.97,Same,No,12,1.06,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000015,"Southern California Hospital at Culver City, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,1.68,5341,0,0,1.78,Same,Yes,,1.85,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000064,Southern California Hospital at Hollywood,Acute Care Hospital,"Community, <125 Beds",5,8.04,22162,0.62,0.23,1.38,Same,Yes,12,1.89,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000103,"St. Mary Medical Center, Long Beach",Acute Care Hospital,"Community, >250 Beds",20,33.08,51789,0.61,0.38,0.92,Better,Yes,12,0.83,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000103,"St. Mary Medical Center, Long Beach, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,3.39,5391,0,0,0.89,Better,Yes,,1.02,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000127,Torrance Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",19,56.51,94256,0.34,0.21,0.52,Better,Yes,12,1.49,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000163,USC Kenneth Norris Jr. Cancer Hospital,Acute Care Hospital,Major Teaching,10,14.74,14864,0.68,0.35,1.21,Same,Yes,12,1.5,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000187,USC Verdugo Hills Hospital,Acute Care Hospital,Major Teaching,11,11.02,18607,1,0.53,1.74,Same,No,12,1.06,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000129,Valley Presbyterian Hospital,Acute Care Hospital,"Community, >250 Beds",26,43.15,62500,0.6,0.4,0.87,Better,Yes,12,1.1,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000129,"Valley Presbyterian Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,2,1.31,3013,1.53,0.26,5.04,Same,No,,0.98,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000188,West Covina Medical Center,Acute Care Hospital,"Community, <125 Beds",0,0.31,1838,0,0,11.783,Same,Yes,12,0,¥ See Data Dictionary
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000028,West Hills Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",28,20.61,42293,1.36,0.92,1.94,Same,No,12,1.69,
2019,California,Los Angeles,Clostridioides difficile Infection (CDI),930000151,Whittier Hospital Medical Center,Acute Care Hospital,"Community, 125-250 Beds",2,9.77,25404,0.21,0.03,0.68,Better,Yes,12,0.89,
2019,California,Madera,Clostridioides difficile Infection (CDI),040000111,Madera Community Hospital,Acute Care Hospital,"Community, <125 Beds",4,5.89,13939,0.68,0.22,1.64,Same,Yes,12,0.17,
2019,California,Madera,Clostridioides difficile Infection (CDI),040000129,Valley Children's Hospital,Acute Care Hospital,Pediatric,21,17.93,48450,1.17,0.74,1.76,Same,No,12,0.98,
2019,California,Marin,Clostridioides difficile Infection (CDI),110000944,"Kaiser Foundation Hospital, San Rafael",Acute Care Hospital,"Community, <125 Beds",8,11.92,20211,0.67,0.31,1.28,Same,Yes,12,0.8,
2019,California,Marin,Clostridioides difficile Infection (CDI),110000946,Kentfield Hospital,Long-Term Acute Care Hospital,Long-Term Acute Care,22,18.54,17635,1.19,0.76,1.77,Same,No,12,0.98,
2019,California,Marin,Clostridioides difficile Infection (CDI),110000953,MarinHealth Medical Center,Acute Care Hospital,"Community, 125-250 Beds",22,18.6,34704,1.18,0.76,1.76,Same,No,12,1.43,
2019,California,Marin,Clostridioides difficile Infection (CDI),110000982,Novato Community Hospital,Acute Care Hospital,"Community, <125 Beds",1,3.74,7597,0.27,0.01,1.32,Same,Yes,12,1.28,
2019,California,Mariposa,Clostridioides difficile Infection (CDI),040000105,John C. Fremont Healthcare District,Critical Access Hospital,Critical Access,0,1.04,4720,0,0,2.87,Same,Yes,12,,
2019,California,Mendocino,Clostridioides difficile Infection (CDI),110000008,Adventist Health Howard Memorial,Critical Access Hospital,Critical Access,0,2.22,7904,0,0,1.35,Same,Yes,12,1.73,
2019,California,Mendocino,Clostridioides difficile Infection (CDI),110000070,Adventist Health Ukiah Valley,Acute Care Hospital,"Community, <125 Beds",2,5.81,12550,0.34,0.06,1.14,Same,Yes,12,1.64,
2019,California,Mendocino,Clostridioides difficile Infection (CDI),110000023,Mendocino Coast District Hospital,Critical Access Hospital,Critical Access,1,1.25,4412,0.8,0.04,3.95,Same,No,12,2.15,
2019,California,Merced,Clostridioides difficile Infection (CDI),040000110,Memorial Hospital Los Banos,Acute Care Hospital,"Community, <125 Beds",0,1.15,4888,0,0,2.62,Same,Yes,12,1.27,
2019,California,Merced,Clostridioides difficile Infection (CDI),040000113,Mercy Medical Center,Acute Care Hospital,"Community, 125-250 Beds",4,20.6,43479,0.19,0.06,0.47,Better,Yes,12,0.65,
2019,California,Modoc,Clostridioides difficile Infection (CDI),230000011,Modoc Medical Center,Critical Access Hospital,Critical Access,1,0.09,287,,,,,,12,,
2019,California,Modoc,Clostridioides difficile Infection (CDI),230000021,Surprise Valley Community Hospital,Critical Access Hospital,Critical Access,0,0.07,331,,,,,,12,,
2019,California,Mono,Clostridioides difficile Infection (CDI),240000005,Mammoth Hospital,Critical Access Hospital,Critical Access,0,0.71,2038,0,0,5.173,Same,Yes,12,0,¥ See Data Dictionary
2019,California,Monterey,Clostridioides difficile Infection (CDI),070000137,Community Hospital of The Monterey Peninsula,Acute Care Hospital,"Community, >250 Beds",27,39.15,60861,0.69,0.46,0.99,Better,Yes,12,0.73,
2019,California,Monterey,Clostridioides difficile Infection (CDI),070000137,"Community Hospital of The Monterey Peninsula, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,1.62,3343,0,0,1.85,Same,Yes,,0.63,
2019,California,Monterey,Clostridioides difficile Infection (CDI),070000141,George L. Mee Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",0,1.86,7548,0,0,1.61,Same,Yes,12,0.18,
2019,California,Monterey,Clostridioides difficile Infection (CDI),070000145,Natividad Medical Center,Acute Care Hospital,Major Teaching,6,18.75,32461,0.32,0.13,0.67,Better,Yes,12,0.32,
2019,California,Monterey,Clostridioides difficile Infection (CDI),070000145,"Natividad Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,5,3.64,8368,1.37,0.5,3.04,Same,No,,0.55,
2019,California,Monterey,Clostridioides difficile Infection (CDI),070000147,Salinas Valley Memorial Hospital,Acute Care Hospital,"Community, >250 Beds",19,30.7,45546,0.62,0.38,0.95,Better,Yes,12,0.91,
2019,California,Napa,Clostridioides difficile Infection (CDI),110000058,Adventist Health St. Helena,Acute Care Hospital,"Community, <125 Beds",4,6.17,15894,0.65,0.21,1.57,Same,Yes,12,1.81,
2019,California,Napa,Clostridioides difficile Infection (CDI),110000041,Queen of the Valley Medical Center,Acute Care Hospital,"Community, 125-250 Beds",11,15.09,26861,0.73,0.38,1.27,Same,Yes,12,1.7,
2019,California,Napa,Clostridioides difficile Infection (CDI),110000041,"Queen of the Valley Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,1.24,2755,0,0,2.41,Same,Yes,,0,
2019,California,Nevada,Clostridioides difficile Infection (CDI),230000262,Sierra Nevada Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",6,10.35,17753,0.58,0.24,1.21,Same,Yes,12,1.78,
2019,California,Nevada,Clostridioides difficile Infection (CDI),230000265,Tahoe Forest Hospital,Critical Access Hospital,Critical Access,4,3.01,6626,1.33,0.42,3.21,Same,No,12,1.86,
2019,California,Orange,Clostridioides difficile Infection (CDI),060000002,AHMC Anaheim Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",7,18.14,38936,0.39,0.17,0.76,Better,Yes,12,1.41,
2019,California,Orange,Clostridioides difficile Infection (CDI),060000074,Anaheim Global Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,6.05,8259,0.17,0.01,0.82,Better,Yes,9,0.5,"Incomplete Reporter, interpret with caution"
2019,California,Orange,Clostridioides difficile Infection (CDI),060000006,Chapman Global Medical Center,Acute Care Hospital,"Community, <125 Beds",1,2.45,7005,0.41,0.02,2.01,Same,Yes,12,1.47,
2019,California,Orange,Clostridioides difficile Infection (CDI),060001207,Children's Hospital at Mission,Acute Care Hospital,Pediatric,0,1.62,5935,0,0,1.85,Same,Yes,12,0,
2019,California,Orange,Clostridioides difficile Infection (CDI),060000007,Children's Hospital of Orange County,Acute Care Hospital,Pediatric,17,23.01,52794,0.74,0.45,1.16,Same,Yes,12,1.5,
2019,California,Orange,Clostridioides difficile Infection (CDI),060000008,College Hospital Costa Mesa,Acute Care Hospital,"Community, <125 Beds",0,9.4,42023,0,0,0.32,Better,Yes,12,0,
2019,California,Orange,Clostridioides difficile Infection (CDI),060001097,Encompass Health Rehabilitation Hospital of Tustin,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,4,6.36,13865,0.63,0.2,1.52,Same,Yes,12,0.89,
2019,California,Orange,Clostridioides difficile Infection (CDI),170001767,Fairview Developmental Center,Acute Care Hospital,"Community, <125 Beds",0,0.02,73,,,,,,9,,"Incomplete Reporter, interpret with caution"
2019,California,Orange,Clostridioides difficile Infection (CDI),060000013,Foothill Regional Medical Center,Acute Care Hospital,"Community, <125 Beds",3,3.9,10616,0.77,0.2,2.1,Same,No,12,,
2019,California,Orange,Clostridioides difficile Infection (CDI),060000011,Fountain Valley Regional Hospital and Medical Center,Acute Care Hospital,"Community, >250 Beds",23,40.4,82022,0.57,0.37,0.84,Better,Yes,12,0.53,
2019,California,Orange,Clostridioides difficile Infection (CDI),060000058,Garden Grove Hospital and Medical Center,Acute Care Hospital,"Community, 125-250 Beds",3,10.55,16928,0.28,0.07,0.77,Better,Yes,12,1.24,
2019,California,Orange,Clostridioides difficile Infection (CDI),060001674,"Healthbridge Children's Hospital, Orange",Acute Care Hospital,Pediatric,0,0.2,1318,,,,,,8,3.24,"Incomplete Reporter, interpret with caution"
2019,California,Orange,Clostridioides difficile Infection (CDI),060001022,Hoag Hospital Irvine,Acute Care Hospital,"Community, <125 Beds",3,7.86,19128,0.38,0.1,1.04,Same,Yes,12,1.58,
2019,California,Orange,Clostridioides difficile Infection (CDI),060000014,Hoag Memorial Hospital Presbyterian,Acute Care Hospital,"Community, >250 Beds",25,50.59,106270,0.49,0.33,0.72,Better,Yes,12,1.33,
2019,California,Orange,Clostridioides difficile Infection (CDI),060000014,"Hoag Memorial Hospital Presbyterian, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,2.63,5618,0,0,1.14,Same,Yes,,,
2019,California,Orange,Clostridioides difficile Infection (CDI),630012891,Hoag Orthopedic Institute,Acute Care Hospital,"Community, <125 Beds",1,0.88,7464,1.141,0.029,6.359,Same,No,12,0.59,¥ See Data Dictionary
2019,California,Orange,Clostridioides difficile Infection (CDI),060000015,Huntington Beach Hospital,Acute Care Hospital,"Community, <125 Beds",9,3.28,10503,2.75,1.34,5.04,Worse,No,12,0.78,
2019,California,Orange,Clostridioides difficile Infection (CDI),630013929,"Kaiser Foundation Hospital, Orange County, Anaheim",Acute Care Hospital,Major Teaching,34,35.18,53587,0.97,0.68,1.34,Same,No,12,1,
2019,California,Orange,Clostridioides difficile Infection (CDI),630011745,"Kaiser Foundation Hospital, Orange County, Irvine",Acute Care Hospital,Major Teaching,23,18.61,30894,1.24,0.8,1.83,Same,No,12,1.2,
2019,California,Orange,Clostridioides difficile Infection (CDI),060001360,"Kindred Hospital, Brea",Long-Term Acute Care Hospital,Long-Term Acute Care,7,13.14,13953,0.53,0.23,1.05,Same,Yes,12,0.73,
2019,California,Orange,Clostridioides difficile Infection (CDI),930001607,"Kindred Hospital, Santa Ana",Long-Term Acute Care Hospital,Long-Term Acute Care,13,13.89,13481,0.94,0.52,1.56,Same,No,12,1.48,
2019,California,Orange,Clostridioides difficile Infection (CDI),060000017,"Kindred Hospital, Westminster",Long-Term Acute Care Hospital,Long-Term Acute Care,34,44.15,31274,0.77,0.54,1.06,Same,No,12,1.51,
2019,California,Orange,Clostridioides difficile Infection (CDI),060000024,La Palma Intercommunity Hospital,Acute Care Hospital,"Community, 125-250 Beds",1,5.03,10684,0.2,0.01,0.98,Better,Yes,12,2.41,
2019,California,Orange,Clostridioides difficile Infection (CDI),060000025,Los Alamitos Medical Center,Acute Care Hospital,"Community, 125-250 Beds",14,16.7,44847,0.84,0.48,1.37,Same,No,12,1.26,
2019,California,Orange,Clostridioides difficile Infection (CDI),060000208,MemorialCare Orange Coast Medical Center,Acute Care Hospital,"Community, 125-250 Beds",12,24.62,47803,0.49,0.26,0.83,Better,Yes,12,0.66,
2019,California,Orange,Clostridioides difficile Infection (CDI),060000063,MemorialCare Saddleback Medical Center,Acute Care Hospital,"Community, 125-250 Beds",15,25.96,43079,0.58,0.34,0.93,Better,Yes,12,1.11,
2019,California,Orange,Clostridioides difficile Infection (CDI),060000066,Mission Hospital Laguna Beach,Acute Care Hospital,"Community, <125 Beds",1,2.07,10409,0.48,0.02,2.39,Same,Yes,12,1.85,
2019,California,Orange,Clostridioides difficile Infection (CDI),060000060,Mission Hospital Regional Medical Center,Acute Care Hospital,"Community, >250 Beds",15,29.63,65634,0.51,0.29,0.82,Better,Yes,12,1.02,
2019,California,Orange,Clostridioides difficile Infection (CDI),060000060,"Mission Hospital Regional Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,2,1.98,5131,1.01,0.17,3.34,Same,No,,0.38,
2019,California,Orange,Clostridioides difficile Infection (CDI),060000073,Orange County Global Medical Center,Acute Care Hospital,"Community, >250 Beds",12,18.59,40614,0.65,0.35,1.1,Same,Yes,12,1.04,
2019,California,Orange,Clostridioides difficile Infection (CDI),060000062,Placentia Linda Hospital,Acute Care Hospital,"Community, <125 Beds",5,6.09,15283,0.82,0.3,1.82,Same,No,12,0.47,
2019,California,Orange,Clostridioides difficile Infection (CDI),060000021,South Coast Global Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,3.97,12395,0.25,0.01,1.24,Same,Yes,12,0.88,
2019,California,Orange,Clostridioides difficile Infection (CDI),060000067,"St. Joseph Hospital, Orange",Acute Care Hospital,"Community, >250 Beds",19,35.83,73348,0.53,0.33,0.81,Better,Yes,12,0.57,
2019,California,Orange,Clostridioides difficile Infection (CDI),060000068,St. Jude Medical Center,Acute Care Hospital,"Community, >250 Beds",9,85.85,72916,0.11,0.05,0.19,Better,Yes,12,0.77,
2019,California,Orange,Clostridioides difficile Infection (CDI),060000068,"St. Jude Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,4.05,7853,0,0,0.74,Better,Yes,,0.85,
2019,California,Orange,Clostridioides difficile Infection (CDI),060000071,University of California Irvine Medical Center,Acute Care Hospital,Major Teaching,20,47.59,101122,0.42,0.26,0.64,Better,Yes,12,1.66,
2019,California,Orange,Clostridioides difficile Infection (CDI),060000071,"University of California Irvine Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,1.55,3307,0,0,1.93,Same,Yes,,0.49,
2019,California,Orange,Clostridioides difficile Infection (CDI),060000016,West Anaheim Medical Center,Acute Care Hospital,Major Teaching,8,11.48,17026,0.7,0.32,1.32,Same,Yes,9,1.05,"Incomplete Reporter, interpret with caution"
2019,California,Placer,Clostridioides difficile Infection (CDI),030001370,"Kaiser Foundation Hospital, Roseville",Acute Care Hospital,Major Teaching,27,55.43,84396,0.49,0.33,0.7,Better,Yes,12,0.63,
2019,California,Placer,Clostridioides difficile Infection (CDI),030000109,Sutter Auburn Faith Hospital,Acute Care Hospital,"Community, <125 Beds",4,10.62,12945,0.38,0.12,0.91,Better,Yes,12,2.05,
