Year,State,HAI,Facility_ID,Facility_Name,County,Hospital_Category_RiskAdjustment,Hospital_Type,Infections_Reported,Infections_Predicted,Patient_Days,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,"On_Track_Toward_2020_Goal (0.88, 2017)",Months,SIR_2015,Notes
2017,California,Clostridium difficile Infection (CDI),930000088,"Kindred Hospital, Los Angeles",Los Angeles,Long-term Acute Care Hospital,LTAC,40,28.48,26020,1.41,1.02,1.89,Worse,No,11,1.19,"Incomplete Reporter, interpret with caution"
2017,California,Clostridium difficile Infection (CDI),930000042,"Kindred Hospital, San Gabriel Valley",Los Angeles,Long-term Acute Care Hospital,LTAC,35,28.71,22184,1.22,0.86,1.68,Same,No,12,1.34,
2017,California,Clostridium difficile Infection (CDI),930000039,"Kindred Hospital, South Bay",Los Angeles,Long-term Acute Care Hospital,LTAC,33,18.02,16068,1.83,1.28,2.54,Worse,No,12,1.18,
2017,California,Clostridium difficile Infection (CDI),060000040,LAC+USC Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,36,100.49,147055,0.36,0.26,0.49,Better,Yes,12,0.71,
2017,California,Clostridium difficile Infection (CDI),060000027,LAC/Harbor UCLA Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,55,59.57,91390,0.92,0.7,1.19,Same,No,12,0.99,
2017,California,Clostridium difficile Infection (CDI),060000038,LAC/Olive View UCLA Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,30,33.94,48047,0.88,0.61,1.25,Same,Yes,12,0.81,
2017,California,Clostridium difficile Infection (CDI),060000028,LAC/Rancho Los Amigos National Rehabilitation Center,Los Angeles,Acute Care Hospital,Community (125-250 Beds),4,6.28,23007,0.64,0.2,1.54,Same,Yes,12,0.2,
2017,California,Clostridium difficile Infection (CDI),060000028,"LAC/Rancho Los Amigos National Rehabilitation Center, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,3,7.68,19929,0.39,0.1,1.06,Same,Yes,12,0.26,
2017,California,Clostridium difficile Infection (CDI),930000047,Lakewood Regional Medical Center,Los Angeles,Acute Care Hospital,Community (125-250 Beds),20,18.94,40508,1.06,0.66,1.6,Same,No,12,0.77,
2017,California,Clostridium difficile Infection (CDI),930000095,Long Beach Memorial Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),65,59.89,95138,1.09,0.85,1.38,Same,No,12,1.71,
2017,California,Clostridium difficile Infection (CDI),930000095,"Long Beach Memorial Medical Center, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,4,3,7189,1.33,0.42,3.22,Same,No,12,2.04,
2017,California,Clostridium difficile Infection (CDI),930000085,Los Angeles Community Hospital,Los Angeles,Acute Care Hospital,Community (<125 Beds),9,8.25,28231,1.09,0.53,2,Same,No,12,0.58,
2017,California,Clostridium difficile Infection (CDI),930000044,Marina Del Rey Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),4,8.55,13085,0.47,0.15,1.13,Same,Yes,12,1.71,
2017,California,Clostridium difficile Infection (CDI),060000035,Martin Luther King Jr. Community Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),5,13.62,34853,0.37,0.14,0.81,Better,Yes,12,,
2017,California,Clostridium difficile Infection (CDI),930000092,Memorial Hospital of Gardena,Los Angeles,Acute Care Hospital,Community (125-250 Beds),7,11.54,24102,0.61,0.27,1.2,Same,Yes,12,0.81,
2017,California,Clostridium difficile Infection (CDI),930000096,Methodist Hospital of Southern California,Los Angeles,Acute Care Hospital,Community (>250 Beds),18,28.98,65228,0.62,0.38,0.96,Better,Yes,12,1.19,
2017,California,Clostridium difficile Infection (CDI),930000096,"Methodist Hospital of Southern California, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,3,2.41,6274,1.25,0.32,3.39,Same,No,12,1.38,
2017,California,Clostridium difficile Infection (CDI),930000158,Miracle Mile Medical Center,Los Angeles,Acute Care Hospital,Community (<125 Beds),0,0.07,392, , , ,,,12,,
2017,California,Clostridium difficile Infection (CDI),930000027,Mission Community Hospital,Los Angeles,Acute Care Hospital,Community (<125 Beds),15,13.82,36181,1.09,0.63,1.75,Same,No,12,1.75,
2017,California,Clostridium difficile Infection (CDI),930000107,Monrovia Memorial Hospital,Los Angeles,Long-term Acute Care Hospital,LTAC,8,11.25,12841,0.71,0.33,1.35,Same,Yes,12,0.39,
2017,California,Clostridium difficile Infection (CDI),930000108,Monterey Park Hospital,Los Angeles,Acute Care Hospital,Community (<125 Beds),7,5.36,19498,1.31,0.57,2.58,Same,No,12,2.29,
2017,California,Clostridium difficile Infection (CDI),930000111,Northridge Hospital Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),29,42.87,47816,0.68,0.46,0.96,Better,Yes,12,0.94,
2017,California,Clostridium difficile Infection (CDI),930000111,"Northridge Hospital Medical Center, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,4,2.81,5454,1.42,0.45,3.43,Same,No,12,0.9,
2017,California,Clostridium difficile Infection (CDI),930000112,Norwalk Community Hospital,Los Angeles,Acute Care Hospital,Community (<125 Beds),1,5.02,15912,0.2,0.01,0.98,Better,Yes,12,,
2017,California,Clostridium difficile Infection (CDI),930000105,Olympia Medical Center,Los Angeles,Acute Care Hospital,Community (125-250 Beds),10,14.01,25081,0.71,0.36,1.27,Same,Yes,12,1.89,
2017,California,Clostridium difficile Infection (CDI),930000052,"PIH Health Hospital, Downey",Los Angeles,Acute Care Hospital,Community (125-250 Beds),15,21.09,28298,0.71,0.41,1.15,Same,Yes,12,1.17,
2017,California,Clostridium difficile Infection (CDI),930000099,"PIH Health Hospital, Whittier",Los Angeles,Acute Care Hospital,Community (>250 Beds),35,50.49,62232,0.69,0.49,0.95,Better,Yes,12,1.1,
2017,California,Clostridium difficile Infection (CDI),930000099,"PIH Health Hospital, Whittier, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,1.27,2457,0,0,2.36,Same,Yes,12,2.05,
2017,California,Clostridium difficile Infection (CDI),930000057,Pacific Alliance Medical Center,Los Angeles,Acute Care Hospital,Community (125-250 Beds),2,6.58,15380,0.3,0.05,1.01,Same,Yes,9,1.23,
2017,California,Clostridium difficile Infection (CDI),930000133,Pacifica Hospital of the Valley,Los Angeles,Acute Care Hospital,Community (125-250 Beds),4,6.48,21072,0.62,0.2,1.49,Same,Yes,12,0.29,
2017,California,Clostridium difficile Infection (CDI),930000077,Palmdale Regional Medical Center,Los Angeles,Acute Care Hospital,Community (125-250 Beds),30,26.91,38052,1.12,0.77,1.57,Same,No,12,1.54,
2017,California,Clostridium difficile Infection (CDI),930000077,"Palmdale Regional Medical Center, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,1,1.12,2114,0.89,0.04,4.38,Same,No,12,,
2017,California,Clostridium difficile Infection (CDI),930000123,Pomona Valley Hospital Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),72,64.79,75500,1.11,0.88,1.39,Same,No,12,1.21,
2017,California,Clostridium difficile Infection (CDI),930000003,"Promise Hospital of East Los Angeles, East L.A Campus",Los Angeles,Long-term Acute Care Hospital,LTAC,3,4.03,4844,0.75,0.19,2.03,Same,Yes,9,0.19,
2017,California,Clostridium difficile Infection (CDI),930000033,"Promise Hospital of East Los Angeles, Suburban Campus",Los Angeles,Long-term Acute Care Hospital,LTAC,38,43.83,40312,0.87,0.62,1.18,Same,Yes,12,0.4,
2017,California,Clostridium difficile Infection (CDI),930000066,Providence Holy Cross Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),32,37.42,71859,0.86,0.6,1.19,Same,Yes,12,1.08,
2017,California,Clostridium difficile Infection (CDI),930000066,"Providence Holy Cross Medical Center, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,1.23,3010,0,0,2.43,Same,Yes,12,1.31,
2017,California,Clostridium difficile Infection (CDI),930000157,Providence Little Company of Mary Medical Center San Pedro,Los Angeles,Acute Care Hospital,Community (>250 Beds),7,16.03,18764,0.44,0.19,0.86,Better,Yes,12,1.14,
2017,California,Clostridium difficile Infection (CDI),930000157,"Providence Little Company of Mary Medical Center San Pedro, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,4,2.27,4701,1.76,0.56,4.24,Same,No,12,0,
2017,California,Clostridium difficile Infection (CDI),930000081,Providence Little Company of Mary Medical Center Torrance,Los Angeles,Acute Care Hospital,Community (>250 Beds),48,42.15,63060,1.14,0.85,1.5,Same,No,12,0.78,
2017,California,Clostridium difficile Infection (CDI),930000100,Providence Saint John's Health Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),45,32.37,59383,1.39,1.03,1.84,Worse,No,12,1.49,
2017,California,Clostridium difficile Infection (CDI),930000101,Providence Saint Joseph Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),40,45.29,78648,0.88,0.64,1.19,Same,Yes,12,1.58,
2017,California,Clostridium difficile Infection (CDI),930000101,"Providence Saint Joseph Medical Center, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.74,2391,0,0,4.99,Same,Yes,12,0.65,¥ See Data Dictionary
2017,California,Clostridium difficile Infection (CDI),930000091,Providence Tarzana Medical Center,Los Angeles,Acute Care Hospital,Community (125-250 Beds),31,33.76,49000,0.92,0.64,1.29,Same,No,12,1.19,
2017,California,Clostridium difficile Infection (CDI),930000162,Ronald Reagan UCLA Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,139,113.65,149406,1.22,1.03,1.44,Worse,No,12,1.24,
2017,California,Clostridium difficile Infection (CDI),930000128,Saint Francis Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),43,69.85,101891,0.62,0.45,0.82,Better,Yes,12,0.82,
2017,California,Clostridium difficile Infection (CDI),930000104,Saint Vincent Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),53,63.03,60180,0.84,0.64,1.09,Same,Yes,12,0.78,
2017,California,Clostridium difficile Infection (CDI),930000104,"Saint Vincent Medical Center, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,3,2.25,5386,1.33,0.34,3.63,Same,No,12,0.35,
2017,California,Clostridium difficile Infection (CDI),930000125,San Dimas Community Hospital,Los Angeles,Acute Care Hospital,Community (<125 Beds),10,11.85,13859,0.84,0.43,1.5,Same,Yes,12,1.23,
2017,California,Clostridium difficile Infection (CDI),930000041,San Gabriel Valley Medical Center,Los Angeles,Acute Care Hospital,Community (125-250 Beds),21,22.38,29597,0.94,0.6,1.41,Same,No,12,1.28,
2017,California,Clostridium difficile Infection (CDI),930000049,Santa Monica - UCLA Medical Center and Orthopaedic Hospital,Los Angeles,Acute Care Hospital,Major Teaching,47,41.71,78837,1.13,0.84,1.49,Same,No,12,1.03,
2017,California,Clostridium difficile Infection (CDI),930000140,Sherman Oaks Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),12,15.22,22463,0.79,0.43,1.34,Same,Yes,12,1.39,
2017,California,Clostridium difficile Infection (CDI),930000035,Silver Lake Medical Center,Los Angeles,Acute Care Hospital,Community (<125 Beds),5,6.51,12113,0.77,0.28,1.7,Same,Yes,12,1.5,
2017,California,Clostridium difficile Infection (CDI),930000015,Southern California Hospital at Culver City,Los Angeles,Acute Care Hospital,Community (>250 Beds),28,28.68,53193,0.98,0.66,1.39,Same,No,12,1.06,
2017,California,Clostridium difficile Infection (CDI),930000015,"Southern California Hospital at Culver City, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,3,1.84,4103,1.63,0.42,4.44,Same,No,12,1.85,
2017,California,Clostridium difficile Infection (CDI),930000064,Southern California Hospital at Hollywood,Los Angeles,Acute Care Hospital,Community (<125 Beds),1,5.46,21120,0.18,0.01,0.9,Better,Yes,12,1.89,
2017,California,Clostridium difficile Infection (CDI),930000103,"St. Mary Medical Center, Long Beach",Los Angeles,Acute Care Hospital,Community (>250 Beds),26,32.12,44189,0.81,0.54,1.17,Same,Yes,12,0.83,
2017,California,Clostridium difficile Infection (CDI),930000103,"St. Mary Medical Center, Long Beach, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,1,2.5,4841,0.4,0.02,1.97,Same,Yes,12,1.02,
2017,California,Clostridium difficile Infection (CDI),930000127,Torrance Memorial Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),59,63.08,93582,0.94,0.72,1.2,Same,No,12,1.49,
2017,California,Clostridium difficile Infection (CDI),930000163,USC Kenneth Norris Jr. Cancer Hospital,Los Angeles,Acute Care Hospital,Major Teaching,14,16.86,12287,0.83,0.47,1.36,Same,Yes,12,1.5,
2017,California,Clostridium difficile Infection (CDI),930000187,USC Verdugo Hills Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),18,12.67,18372,1.42,0.87,2.2,Same,No,12,1.06,
2017,California,Clostridium difficile Infection (CDI),930000129,Valley Presbyterian Hospital,Los Angeles,Acute Care Hospital,Community (>250 Beds),45,44.58,62747,1.01,0.75,1.34,Same,No,12,1.1,
2017,California,Clostridium difficile Infection (CDI),930000129,"Valley Presbyterian Hospital, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,1.68,3269,0,0,1.79,Same,Yes,12,0.98,
2017,California,Clostridium difficile Infection (CDI),930000188,West Covina Medical Center,Los Angeles,Acute Care Hospital,Community (<125 Beds),0,0.27,1692,0,0,13.44,Same,Yes,12,0,¥ See Data Dictionary
2017,California,Clostridium difficile Infection (CDI),930000028,West Hills Hospital & Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),51,36.25,42032,1.41,1.06,1.84,Worse,No,12,1.69,
2017,California,Clostridium difficile Infection (CDI),930000151,Whittier Hospital Medical Center,Los Angeles,Acute Care Hospital,Community (125-250 Beds),9,15.18,29193,0.59,0.29,1.09,Same,Yes,12,0.89,
2017,California,Clostridium difficile Infection (CDI),040000111,Madera Community Hospital,Madera,Acute Care Hospital,Community (<125 Beds),5,3.61,14795,1.39,0.51,3.07,Same,No,12,0.17,
2017,California,Clostridium difficile Infection (CDI),110000944,"Kaiser Foundation Hospital, San Rafael",Marin,Acute Care Hospital,Community (<125 Beds),5,9.91,19306,0.51,0.19,1.12,Same,Yes,12,0.8,
2017,California,Clostridium difficile Infection (CDI),110000946,Kentfield Hospital,Marin,Long-term Acute Care Hospital,LTAC,36,16.75,19854,2.15,1.53,2.94,Worse,No,12,0.98,
2017,California,Clostridium difficile Infection (CDI),110000953,Marin General Hospital,Marin,Acute Care Hospital,Community (125-250 Beds),22,21.44,34803,1.03,0.66,1.53,Same,No,12,1.43,
2017,California,Clostridium difficile Infection (CDI),110000982,Novato Community Hospital,Marin,Acute Care Hospital,Community (<125 Beds),0,2.85,6367,0,0,1.05,Same,Yes,12,1.28,
2017,California,Clostridium difficile Infection (CDI),040000105,John C. Fremont Healthcare District,Mariposa,Critical Access Hospital,Critical Access,0,0.9,3682,0,0,4.12,Same,Yes,12,,¥ See Data Dictionary
2017,California,Clostridium difficile Infection (CDI),110000008,Adventist Health Howard Memorial,Mendocino,Critical Access Hospital,Critical Access,5,2.66,6748,1.88,0.69,4.17,Same,No,12,1.73,
2017,California,Clostridium difficile Infection (CDI),110000070,Adventist Health Ukiah Valley,Mendocino,Acute Care Hospital,Community (<125 Beds),2,6.81,11940,0.29,0.05,0.97,Better,Yes,12,1.64,
2017,California,Clostridium difficile Infection (CDI),110000023,Mendocino Coast District Hospital,Mendocino,Critical Access Hospital,Critical Access,2,1.43,4265,1.4,0.23,4.61,Same,No,12,2.15,
2017,California,Clostridium difficile Infection (CDI),040000110,Memorial Hospital Los Banos,Merced,Acute Care Hospital,Community (<125 Beds),1,0.88,4182,1.14,0.03,6.34,Same,No,12,1.27,¥ See Data Dictionary
2017,California,Clostridium difficile Infection (CDI),040000113,Mercy Medical Center,Merced,Acute Care Hospital,Community (125-250 Beds),13,23,46917,0.57,0.31,0.94,Better,Yes,12,0.65,
2017,California,Clostridium difficile Infection (CDI),230000011,Modoc Medical Center,Modoc,Critical Access Hospital,Critical Access,0,0.19,542, , , ,,,12,,
2017,California,Clostridium difficile Infection (CDI),230000021,Surprise Valley Community Hospital,Modoc,Critical Access Hospital,Critical Access, , , , , , ,,,0,,"Incomplete Reporter, interpret with caution"
2017,California,Clostridium difficile Infection (CDI),240000005,Mammoth Hospital,Mono,Critical Access Hospital,Critical Access,1,0.34,1225,2.98,0.08,16.61,Same,No,12,0,¥ See Data Dictionary
2017,California,Clostridium difficile Infection (CDI),070000137,Community Hospital of The Monterey Peninsula,Monterey,Acute Care Hospital,Community (>250 Beds),28,37.27,51837,0.75,0.51,1.07,Same,Yes,12,0.73,
2017,California,Clostridium difficile Infection (CDI),070000137,"Community Hospital of The Monterey Peninsula, Rehabilitation Unit",Monterey,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,1.63,3154,0,0,1.84,Same,Yes,12,0.63,
2017,California,Clostridium difficile Infection (CDI),070000141,George L. Mee Memorial Hospital,Monterey,Acute Care Hospital,Community (<125 Beds),1,5.39,18140,0.19,0.01,0.92,Better,Yes,12,0.18,
2017,California,Clostridium difficile Infection (CDI),070000145,Natividad Medical Center,Monterey,Acute Care Hospital,Major Teaching,7,17.89,30569,0.39,0.17,0.77,Better,Yes,12,0.32,
2017,California,Clostridium difficile Infection (CDI),070000145,"Natividad Medical Center, Rehabilitation Unit",Monterey,Rehabilitation Hospital or Unit,Rehabilitation Unit,1,4.89,7793,0.2,0.01,1.01,Same,Yes,12,0.55,
2017,California,Clostridium difficile Infection (CDI),070000147,Salinas Valley Memorial Hospital,Monterey,Acute Care Hospital,Community (>250 Beds),36,29.31,44569,1.23,0.87,1.68,Same,No,12,0.91,
2017,California,Clostridium difficile Infection (CDI),110000058,Adventist Health St. Helena,Napa,Acute Care Hospital,Community (125-250 Beds),5,6.43,17244,0.78,0.29,1.72,Same,Yes,12,1.81,
2017,California,Clostridium difficile Infection (CDI),110000041,Queen of the Valley Medical Center,Napa,Acute Care Hospital,Community (125-250 Beds),29,19.76,29431,1.47,1,2.08,Same,No,12,1.7,
2017,California,Clostridium difficile Infection (CDI),110000041,"Queen of the Valley Medical Center, Rehabilitation Unit",Napa,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,1.46,2829,0,0,2.05,Same,Yes,12,0,
2017,California,Clostridium difficile Infection (CDI),230000262,Sierra Nevada Memorial Hospital,Nevada,Acute Care Hospital,Community (<125 Beds),5,8.8,18750,0.57,0.21,1.26,Same,Yes,12,1.78,
2017,California,Clostridium difficile Infection (CDI),230000265,Tahoe Forest Hospital,Nevada,Critical Access Hospital,Critical Access,3,1.92,4235,1.56,0.4,4.25,Same,No,12,1.86,
2017,California,Clostridium difficile Infection (CDI),060000002,AHMC Anaheim Regional Medical Center,Orange,Acute Care Hospital,Community (125-250 Beds),32,34.52,43941,0.93,0.65,1.29,Same,No,12,1.41,
2017,California,Clostridium difficile Infection (CDI),060000074,Anaheim Global Medical Center,Orange,Acute Care Hospital,Community (125-250 Beds),2,6.01,13135,0.33,0.06,1.1,Same,Yes,12,0.5,
2017,California,Clostridium difficile Infection (CDI),060000006,Chapman Global Medical Center,Orange,Acute Care Hospital,Community (<125 Beds),2,3.3,5438,0.61,0.1,2,Same,Yes,12,1.47,
2017,California,Clostridium difficile Infection (CDI),060001207,Children's Hospital at Mission,Orange,Acute Care Hospital,Pediatric,0,1.43,3921,0,0,2.1,Same,Yes,12,0,
2017,California,Clostridium difficile Infection (CDI),060000007,Children's Hospital of Orange County,Orange,Acute Care Hospital,Pediatric,31,22.47,47550,1.38,0.95,1.93,Same,No,12,1.5,
2017,California,Clostridium difficile Infection (CDI),060000008,College Hospital Costa Mesa,Orange,Acute Care Hospital,Community (<125 Beds),0,7.76,37243,0,0,0.39,Better,Yes,12,0,
2017,California,Clostridium difficile Infection (CDI),170001767,Fairview Developmental Center,Orange,Acute Care Hospital,Community (<125 Beds),0,0.09,408, , , ,,,12,,
2017,California,Clostridium difficile Infection (CDI),060000013,Foothill Regional Medical Center,Orange,Acute Care Hospital,Community (<125 Beds),7,4.69,10250,1.49,0.65,2.95,Same,No,12,,
2017,California,Clostridium difficile Infection (CDI),060000011,Fountain Valley Regional Hospital and Medical Center,Orange,Acute Care Hospital,Community (>250 Beds),37,40.58,84222,0.91,0.65,1.24,Same,No,12,0.53,"* Hospitals reported combined data, see Data Dictionary"
2017,California,Clostridium difficile Infection (CDI),060000058,Garden Grove Hospital and Medical Center,Orange,Acute Care Hospital,Community (125-250 Beds),10,10.41,19126,0.96,0.49,1.71,Same,No,12,1.24,
2017,California,Clostridium difficile Infection (CDI),060001674,"Healthbridge Children's Hospital, Orange",Orange,Acute Care Hospital,Pediatric, , , , , , ,,,0,3.24,"Incomplete Reporter, interpret with caution"
2017,California,Clostridium difficile Infection (CDI),060001097,Healthsouth Tustin Rehabilitation Hospital,Orange,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation Hospital,5,5.81,14012,0.86,0.32,1.91,Same,Yes,12,0.89,
2017,California,Clostridium difficile Infection (CDI),060001022,Hoag Hospital Irvine,Orange,Acute Care Hospital,Community (<125 Beds),16,12.52,17291,1.28,0.76,2.03,Same,No,12,1.58,
2017,California,Clostridium difficile Infection (CDI),060000014,Hoag Memorial Hospital Presbyterian,Orange,Acute Care Hospital,Community (>250 Beds),61,74.51,103015,0.82,0.63,1.05,Same,Yes,12,1.33,
2017,California,Clostridium difficile Infection (CDI),630012891,Hoag Orthopedic Institute,Orange,Acute Care Hospital,Community (<125 Beds),0,1.49,9482,0,0,2.02,Same,Yes,12,0.59,
2017,California,Clostridium difficile Infection (CDI),060000015,Huntington Beach Hospital,Orange,Acute Care Hospital,Community (<125 Beds),7,4.8,10238,1.46,0.64,2.88,Same,No,12,0.78,
2017,California,Clostridium difficile Infection (CDI),630013929,"Kaiser Foundation Hospital, Orange County, Anaheim",Orange,Acute Care Hospital,Major Teaching,25,34.91,51325,0.72,0.47,1.04,Same,Yes,12,1,
2017,California,Clostridium difficile Infection (CDI),630011745,"Kaiser Foundation Hospital, Orange County, Irvine",Orange,Acute Care Hospital,Community (125-250 Beds),18,27.47,40873,0.66,0.4,1.02,Same,Yes,12,1.2,
2017,California,Clostridium difficile Infection (CDI),060001360,"Kindred Hospital, Brea",Orange,Long-term Acute Care Hospital,LTAC,13,15.1,14621,0.86,0.48,1.44,Same,Yes,12,0.73,
2017,California,Clostridium difficile Infection (CDI),930001607,"Kindred Hospital, Santa Ana",Orange,Long-term Acute Care Hospital,LTAC,26,12.87,15255,2.02,1.35,2.92,Worse,No,12,1.48,
2017,California,Clostridium difficile Infection (CDI),060000017,"Kindred Hospital, Westminster",Orange,Long-term Acute Care Hospital,LTAC,55,42.1,32016,1.31,0.99,1.69,Same,No,12,1.51,
2017,California,Clostridium difficile Infection (CDI),060000024,La Palma Intercommunity Hospital,Orange,Acute Care Hospital,Community (125-250 Beds),5,8.3,14173,0.6,0.22,1.34,Same,Yes,12,2.41,
2017,California,Clostridium difficile Infection (CDI),060000025,Los Alamitos Medical Center,Orange,Acute Care Hospital,Community (125-250 Beds),14,17.81,44438,0.79,0.45,1.29,Same,Yes,12,1.26,
2017,California,Clostridium difficile Infection (CDI),060000066,Mission Hospital Laguna Beach,Orange,Acute Care Hospital,Community (<125 Beds),6,3.4,10434,1.77,0.72,3.68,Same,No,12,1.85,
2017,California,Clostridium difficile Infection (CDI),060000060,Mission Hospital Regional Medical Center,Orange,Acute Care Hospital,Community (>250 Beds),52,43.2,58923,1.2,0.91,1.57,Same,No,12,1.02,
2017,California,Clostridium difficile Infection (CDI),060000060,"Mission Hospital Regional Medical Center, Rehabilitation Unit",Orange,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,2.41,5027,0,0,1.24,Same,Yes,12,0.38,
2017,California,Clostridium difficile Infection (CDI),060000208,Orange Coast Memorial Medical Center,Orange,Acute Care Hospital,Community (125-250 Beds),19,32.9,38575,0.58,0.36,0.89,Better,Yes,12,0.66,
2017,California,Clostridium difficile Infection (CDI),060000073,Orange County Global Medical Center,Orange,Acute Care Hospital,Community (>250 Beds),18,23.88,38461,0.75,0.46,1.17,Same,Yes,12,1.04,
2017,California,Clostridium difficile Infection (CDI),060000062,Placentia Linda Hospital,Orange,Acute Care Hospital,Community (<125 Beds),4,6.74,14856,0.59,0.19,1.43,Same,Yes,12,0.47,
2017,California,Clostridium difficile Infection (CDI),060000063,Saddleback Memorial Medical Center,Orange,Acute Care Hospital,Community (125-250 Beds),22,26.7,39770,0.82,0.53,1.23,Same,Yes,12,1.11,
2017,California,Clostridium difficile Infection (CDI),060000021,South Coast Global Medical Center,Orange,Acute Care Hospital,Community (125-250 Beds),4,5.3,11497,0.76,0.24,1.82,Same,Yes,12,0.88,
2017,California,Clostridium difficile Infection (CDI),060000067,"St. Joseph Hospital, Orange",Orange,Acute Care Hospital,Community (>250 Beds),64,61.69,69469,1.04,0.81,1.32,Same,No,12,0.57,
2017,California,Clostridium difficile Infection (CDI),060000068,St. Jude Medical Center,Orange,Acute Care Hospital,Community (>250 Beds),14,77.75,67420,0.18,0.1,0.3,Better,Yes,12,0.77,
2017,California,Clostridium difficile Infection (CDI),060000068,"St. Jude Medical Center, Rehabilitation Unit",Orange,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,4.5,8724,0,0,0.67,Better,Yes,12,0.85,
2017,California,Clostridium difficile Infection (CDI),060000071,University of California Irvine Medical Center,Orange,Acute Care Hospital,Major Teaching,51,62.34,95524,0.82,0.62,1.07,Same,Yes,12,1.66,
2017,California,Clostridium difficile Infection (CDI),060000071,"University of California Irvine Medical Center, Rehabilitation Unit",Orange,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,1.38,3053,0,0,2.16,Same,Yes,12,0.49,
2017,California,Clostridium difficile Infection (CDI),060000016,West Anaheim Medical Center,Orange,Acute Care Hospital,Major Teaching,16,17.49,24406,0.92,0.54,1.45,Same,No,12,1.05,
2017,California,Clostridium difficile Infection (CDI),030001370,"Kaiser Foundation Hospital, Roseville",Placer,Acute Care Hospital,Major Teaching,34,50.25,74357,0.68,0.48,0.94,Better,Yes,12,0.63,
2017,California,Clostridium difficile Infection (CDI),030000109,Sutter Auburn Faith Hospital,Placer,Acute Care Hospital,Community (<125 Beds),5,6.13,10500,0.82,0.3,1.81,Same,Yes,12,2.05,
2017,California,Clostridium difficile Infection (CDI),030000134,Sutter Roseville Medical Center,Placer,Acute Care Hospital,Community (>250 Beds),28,42.85,71234,0.65,0.44,0.93,Better,Yes,12,1.21,
2017,California,Clostridium difficile Infection (CDI),030000134,"Sutter Roseville Medical Center, Rehabilitation Unit",Placer,Rehabilitation Hospital or Unit,Rehabilitation Unit,4,5.18,14070,0.77,0.25,1.86,Same,Yes,12,1.93,
2017,California,Clostridium difficile Infection (CDI),230000004,"Eastern Plumas Hospital, Portola Campus",Plumas,Critical Access Hospital,Critical Access,0,0.15,667, , , ,,,9,,"Incomplete Reporter, interpret with caution"
2017,California,Clostridium difficile Infection (CDI),230000015,Plumas District Hospital,Plumas,Critical Access Hospital,Critical Access,1,0.54,1909,1.86,0.05,10.37,Same,No,12,0,¥ See Data Dictionary
2017,California,Clostridium difficile Infection (CDI),230000017,Seneca District Hospital,Plumas,Critical Access Hospital,Critical Access,0,0.1,436, , , ,,,12,,
