Year,State,HAI,Facility_ID,Facility_Name,County,Hospital_Category_RiskAdjustment,Hospital_Type,Infections_Reported,Infections_Predicted,Patient_Days,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,"On_Track_Toward_2020_Goal (0.82, 2018)",Months,SIR_2015,Notes
2018,California,Clostridioides difficile Infection (CDI),930000912,Keck Hospital of USC,Los Angeles,Acute Care Hospital,Major Teaching,41,44.51,82983,0.92,0.67,1.24,Same,No,12,1.43,
2018,California,Clostridioides difficile Infection (CDI),930000912,"Keck Hospital of USC, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,3.48,5748,0.00,0.00,0.86,Better,Yes,12,0.99,
2018,California,Clostridioides difficile Infection (CDI),930000144,"Kindred Hospital, Baldwin Park",Los Angeles,Long-term Acute Care Hospital,LTAC,34,29.96,22924,1.14,0.80,1.57,Same,No,12,0.93,
2018,California,Clostridioides difficile Infection (CDI),930000089,"Kindred Hospital, La Mirada",Los Angeles,Long-term Acute Care Hospital,LTAC,20,16.49,16298,1.21,0.76,1.84,Same,No,12,1.65,
2018,California,Clostridioides difficile Infection (CDI),930000088,"Kindred Hospital, Los Angeles",Los Angeles,Long-term Acute Care Hospital,LTAC,37,40.19,28483,0.92,0.66,1.26,Same,No,12,1.19,
2018,California,Clostridioides difficile Infection (CDI),930000042,"Kindred Hospital, San Gabriel Valley",Los Angeles,Long-term Acute Care Hospital,LTAC,28,26.42,20135,1.06,0.72,1.51,Same,No,12,1.34,
2018,California,Clostridioides difficile Infection (CDI),930000039,"Kindred Hospital, South Bay",Los Angeles,Long-term Acute Care Hospital,LTAC,20,21.00,17595,0.95,0.60,1.45,Same,No,12,1.18,
2018,California,Clostridioides difficile Infection (CDI),060000040,LAC+USC Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,67,112.58,163217,0.60,0.47,0.75,Better,Yes,12,0.71,
2018,California,Clostridioides difficile Infection (CDI),060000027,LAC/Harbor UCLA Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,33,53.92,84789,0.61,0.43,0.85,Better,Yes,12,0.99,
2018,California,Clostridioides difficile Infection (CDI),060000038,LAC/Olive View UCLA Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,20,32.77,48405,0.61,0.38,0.93,Better,Yes,12,0.81,
2018,California,Clostridioides difficile Infection (CDI),060000028,LAC/Rancho Los Amigos National Rehabilitation Center,Los Angeles,Acute Care Hospital,Community (125-250 Beds),2,5.29,19387,0.38,0.06,1.25,Same,Yes,12,0.2,
2018,California,Clostridioides difficile Infection (CDI),060000028,"LAC/Rancho Los Amigos National Rehabilitation Center, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,4,8.67,22491,0.46,0.15,1.11,Same,Yes,12,0.26,
2018,California,Clostridioides difficile Infection (CDI),930000047,Lakewood Regional Medical Center,Los Angeles,Acute Care Hospital,Community (125-250 Beds),12,20.23,40369,0.59,0.32,1.01,Same,Yes,12,0.77,
2018,California,Clostridioides difficile Infection (CDI),930000085,Los Angeles Community Hospital,Los Angeles,Acute Care Hospital,Community (<125 Beds),7,8.70,27589,0.81,0.35,1.59,Same,Yes,12,0.58,
2018,California,Clostridioides difficile Infection (CDI),060000035,Martin Luther King Jr. Community Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),5,20.41,39536,0.25,0.09,0.54,Better,Yes,12,,
2018,California,Clostridioides difficile Infection (CDI),930000092,Memorial Hospital of Gardena,Los Angeles,Acute Care Hospital,Community (<125 Beds),6,11.41,24595,0.53,0.21,1.09,Same,Yes,12,0.81,
2018,California,Clostridioides difficile Infection (CDI),930000095,MemorialCare Long Beach Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,47,55.07,95975,0.85,0.63,1.13,Same,No,12,1.71,
2018,California,Clostridioides difficile Infection (CDI),930000095,"MemorialCare Long Beach Medical Center, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,4,2.75,7135,1.46,0.46,3.51,Same,No,12,2.04,
2018,California,Clostridioides difficile Infection (CDI),930001709,MemorialCare Miller Children's & Women's Hospital Long Beach,Los Angeles,Acute Care Hospital,Pediatric,18,19.10,47892,0.94,0.58,1.46,Same,No,12,0.95,
2018,California,Clostridioides difficile Infection (CDI),930000096,Methodist Hospital of Southern California,Los Angeles,Acute Care Hospital,Community (>250 Beds),26,32.01,65164,0.81,0.54,1.17,Same,Yes,12,1.19,
2018,California,Clostridioides difficile Infection (CDI),930000096,"Methodist Hospital of Southern California, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,2,2.13,7963,0.94,0.16,3.11,Same,No,12,1.38,
2018,California,Clostridioides difficile Infection (CDI),930000158,Miracle Mile Medical Center,Los Angeles,Acute Care Hospital,Community (<125 Beds),0,0.07,348,,,,,,12,,
2018,California,Clostridioides difficile Infection (CDI),930000027,Mission Community Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),7,16.73,44713,0.42,0.18,0.83,Better,Yes,12,1.75,
2018,California,Clostridioides difficile Infection (CDI),930000107,Monrovia Memorial Hospital,Los Angeles,Long-term Acute Care Hospital,LTAC,8,7.39,10288,1.08,0.50,2.06,Same,No,12,0.39,
2018,California,Clostridioides difficile Infection (CDI),930000108,Monterey Park Hospital,Los Angeles,Acute Care Hospital,Community (<125 Beds),9,4.72,17694,1.91,0.93,3.50,Same,No,12,2.29,
2018,California,Clostridioides difficile Infection (CDI),930000111,Northridge Hospital Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,22,37.10,48159,0.59,0.38,0.88,Better,Yes,12,0.94,
2018,California,Clostridioides difficile Infection (CDI),930000111,"Northridge Hospital Medical Center, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,2,3.95,6292,0.51,0.09,1.67,Same,Yes,12,0.9,
2018,California,Clostridioides difficile Infection (CDI),930000112,Norwalk Community Hospital,Los Angeles,Acute Care Hospital,Community (<125 Beds),4,4.69,14477,0.85,0.27,2.06,Same,No,12,,
2018,California,Clostridioides difficile Infection (CDI),930000105,Olympia Medical Center,Los Angeles,Acute Care Hospital,Community (125-250 Beds),4,9.73,23436,0.41,0.13,0.99,Better,Yes,12,1.89,
2018,California,Clostridioides difficile Infection (CDI),930000052,"PIH Health Hospital, Downey",Los Angeles,Acute Care Hospital,Major Teaching,20,18.58,29030,1.08,0.68,1.63,Same,No,12,1.17,
2018,California,Clostridioides difficile Infection (CDI),930000099,"PIH Health Hospital, Whittier",Los Angeles,Acute Care Hospital,Community (>250 Beds),26,59.75,71859,0.44,0.29,0.63,Better,Yes,12,1.1,
2018,California,Clostridioides difficile Infection (CDI),930000099,"PIH Health Hospital, Whittier, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,2,1.58,2518,1.27,0.21,4.18,Same,No,12,2.05,
2018,California,Clostridioides difficile Infection (CDI),930000133,Pacifica Hospital of the Valley,Los Angeles,Acute Care Hospital,Community (125-250 Beds),3,5.47,17941,0.55,0.14,1.49,Same,Yes,12,0.29,
2018,California,Clostridioides difficile Infection (CDI),930000077,Palmdale Regional Medical Center,Los Angeles,Acute Care Hospital,Community (125-250 Beds),17,22.72,33803,0.75,0.45,1.17,Same,Yes,12,1.54,
2018,California,Clostridioides difficile Infection (CDI),930000077,"Palmdale Regional Medical Center, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,1.94,3645,0.00,0.00,1.54,Same,Yes,12,,
2018,California,Clostridioides difficile Infection (CDI),930000123,Pomona Valley Hospital Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,30,64.41,76293,0.47,0.32,0.66,Better,Yes,12,1.21,
2018,California,Clostridioides difficile Infection (CDI),930000033,"Promise Hospital of East Los Angeles, Suburban Campus",Los Angeles,Long-term Acute Care Hospital,LTAC,15,33.60,34235,0.45,0.26,0.72,Better,Yes,12,0.4,
2018,California,Clostridioides difficile Infection (CDI),930000066,Providence Holy Cross Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),8,31.51,71736,0.25,0.12,0.48,Better,Yes,12,1.08,
2018,California,Clostridioides difficile Infection (CDI),930000066,"Providence Holy Cross Medical Center, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,1.06,2656,0.00,0.00,2.84,Same,Yes,12,1.31,
2018,California,Clostridioides difficile Infection (CDI),930000157,Providence Little Company of Mary Medical Center San Pedro,Los Angeles,Acute Care Hospital,Community (>250 Beds),5,8.61,20555,0.58,0.21,1.29,Same,Yes,12,1.14,
2018,California,Clostridioides difficile Infection (CDI),930000157,"Providence Little Company of Mary Medical Center San Pedro, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,2,1.98,4703,1.01,0.17,3.35,Same,No,12,0,
2018,California,Clostridioides difficile Infection (CDI),930000081,Providence Little Company of Mary Medical Center Torrance,Los Angeles,Acute Care Hospital,Community (>250 Beds),13,29.08,65862,0.45,0.25,0.75,Better,Yes,12,0.78,
2018,California,Clostridioides difficile Infection (CDI),930000100,Providence Saint John's Health Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),16,24.76,60419,0.65,0.38,1.03,Same,Yes,12,1.49,
2018,California,Clostridioides difficile Infection (CDI),930000101,Providence Saint Joseph Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),8,40.58,77611,0.20,0.09,0.37,Better,Yes,12,1.58,
2018,California,Clostridioides difficile Infection (CDI),930000101,"Providence Saint Joseph Medical Center, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,7.26,15807,0.00,0.00,0.41,Better,Yes,12,0.65,
2018,California,Clostridioides difficile Infection (CDI),930000091,Providence Tarzana Medical Center,Los Angeles,Acute Care Hospital,Community (125-250 Beds),8,21.59,44567,0.37,0.17,0.70,Better,Yes,12,1.19,
2018,California,Clostridioides difficile Infection (CDI),930000162,Ronald Reagan UCLA Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,103,103.10,143463,1.00,0.82,1.21,Same,No,12,1.24,
2018,California,Clostridioides difficile Infection (CDI),930000128,Saint Francis Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),60,68.51,96053,0.88,0.67,1.12,Same,No,12,0.82,
2018,California,Clostridioides difficile Infection (CDI),930000104,Saint Vincent Medical Center,Los Angeles,Acute Care Hospital,Community (125-250 Beds),59,40.16,51694,1.47,1.13,1.88,Worse,No,12,0.78,
2018,California,Clostridioides difficile Infection (CDI),930000104,"Saint Vincent Medical Center, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,3,2.38,4901,1.26,0.32,3.43,Same,No,12,0.35,
2018,California,Clostridioides difficile Infection (CDI),930000125,San Dimas Community Hospital,Los Angeles,Acute Care Hospital,Community (<125 Beds),3,5.38,12380,0.56,0.14,1.52,Same,Yes,12,1.23,
2018,California,Clostridioides difficile Infection (CDI),930000041,San Gabriel Valley Medical Center,Los Angeles,Acute Care Hospital,Community (125-250 Beds),4,21.47,36628,0.19,0.06,0.45,Better,Yes,12,1.28,
2018,California,Clostridioides difficile Infection (CDI),930000049,Santa Monica - UCLA Medical Center and Orthopaedic Hospital,Los Angeles,Acute Care Hospital,Major Teaching,53,54.60,76621,0.97,0.73,1.26,Same,No,12,1.03,
2018,California,Clostridioides difficile Infection (CDI),930000140,Sherman Oaks Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),7,18.09,22105,0.39,0.17,0.77,Better,Yes,12,1.39,
2018,California,Clostridioides difficile Infection (CDI),930000035,Silver Lake Medical Center,Los Angeles,Acute Care Hospital,Community (<125 Beds),6,6.65,15382,0.90,0.37,1.88,Same,No,12,1.5,
2018,California,Clostridioides difficile Infection (CDI),930000015,Southern California Hospital at Culver City,Los Angeles,Acute Care Hospital,Community (>250 Beds),49,25.40,36578,1.93,1.44,2.53,Worse,No,12,1.06,
2018,California,Clostridioides difficile Infection (CDI),930000015,"Southern California Hospital at Culver City, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,8,2.65,4217,3.02,1.40,5.74,Worse,No,12,1.85,
2018,California,Clostridioides difficile Infection (CDI),930000064,Southern California Hospital at Hollywood,Los Angeles,Acute Care Hospital,Community (<125 Beds),1,7.27,23060,0.14,0.01,0.68,Better,Yes,12,1.89,
2018,California,Clostridioides difficile Infection (CDI),930000103,"St. Mary Medical Center, Long Beach",Los Angeles,Acute Care Hospital,Community (>250 Beds),25,33.22,49030,0.75,0.50,1.10,Same,Yes,12,0.83,
2018,California,Clostridioides difficile Infection (CDI),930000103,"St. Mary Medical Center, Long Beach, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,2.58,4856,0.00,0.00,1.16,Same,Yes,12,1.02,
2018,California,Clostridioides difficile Infection (CDI),930000127,Torrance Memorial Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),23,58.72,94367,0.39,0.25,0.58,Better,Yes,12,1.49,
2018,California,Clostridioides difficile Infection (CDI),930000163,USC Kenneth Norris Jr. Cancer Hospital,Los Angeles,Acute Care Hospital,Major Teaching,21,16.11,14940,1.30,0.83,1.96,Same,No,12,1.5,
2018,California,Clostridioides difficile Infection (CDI),930000187,USC Verdugo Hills Hospital,Los Angeles,Acute Care Hospital,Community (<125 Beds),10,13.94,17898,0.72,0.37,1.28,Same,Yes,12,1.06,
2018,California,Clostridioides difficile Infection (CDI),930000129,Valley Presbyterian Hospital,Los Angeles,Acute Care Hospital,Community (>250 Beds),27,40.60,62777,0.67,0.45,0.95,Better,Yes,12,1.1,
2018,California,Clostridioides difficile Infection (CDI),930000129,"Valley Presbyterian Hospital, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,1.67,3131,0.00,0.00,1.80,Same,Yes,12,0.98,
2018,California,Clostridioides difficile Infection (CDI),930000188,West Covina Medical Center,Los Angeles,Acute Care Hospital,Community (<125 Beds),0,0.31,1884,0.00,0.00,12.07,Same,Yes,12,0,¥ See Data Dictionary
2018,California,Clostridioides difficile Infection (CDI),930000028,West Hills Hospital & Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),31,20.99,41111,1.48,1.02,2.07,Worse,No,12,1.69,
2018,California,Clostridioides difficile Infection (CDI),930000151,Whittier Hospital Medical Center,Los Angeles,Acute Care Hospital,Community (125-250 Beds),3,8.90,24347,0.34,0.09,0.92,Better,Yes,12,0.89,
2018,California,Clostridioides difficile Infection (CDI),040000111,Madera Community Hospital,Madera,Acute Care Hospital,Community (<125 Beds),5,6.06,14465,0.83,0.30,1.83,Same,No,12,0.17,
2018,California,Clostridioides difficile Infection (CDI),040000129,Valley Children's Hospital,Madera,Acute Care Hospital,Pediatric,26,23.68,48832,1.10,0.73,1.59,Same,No,12,0.98,
2018,California,Clostridioides difficile Infection (CDI),110000944,"Kaiser Foundation Hospital, San Rafael",Marin,Acute Care Hospital,Community (<125 Beds),11,11.31,19338,0.97,0.51,1.69,Same,No,12,0.8,
2018,California,Clostridioides difficile Infection (CDI),110000946,Kentfield Hospital,Marin,Long-term Acute Care Hospital,LTAC,27,15.44,16192,1.75,1.18,2.51,Worse,No,12,0.98,
2018,California,Clostridioides difficile Infection (CDI),110000953,Marin General Hospital,Marin,Acute Care Hospital,Community (125-250 Beds),15,19.92,36257,0.75,0.44,1.21,Same,Yes,12,1.43,
2018,California,Clostridioides difficile Infection (CDI),110000982,Novato Community Hospital,Marin,Acute Care Hospital,Community (<125 Beds),1,3.07,6847,0.33,0.02,1.61,Same,Yes,12,1.28,
2018,California,Clostridioides difficile Infection (CDI),040000105,John C. Fremont Healthcare District,Mariposa,Critical Access Hospital,Critical Access,0,1.02,4618,0.00,0.00,2.94,Same,Yes,12,,
2018,California,Clostridioides difficile Infection (CDI),110000008,Adventist Health Howard Memorial,Mendocino,Critical Access Hospital,Critical Access,3,3.29,7247,0.91,0.23,2.48,Same,No,12,1.73,
2018,California,Clostridioides difficile Infection (CDI),110000070,Adventist Health Ukiah Valley,Mendocino,Acute Care Hospital,Community (<125 Beds),7,7.01,12121,1.00,0.44,1.98,Same,No,12,1.64,
2018,California,Clostridioides difficile Infection (CDI),110000023,Mendocino Coast District Hospital,Mendocino,Critical Access Hospital,Critical Access,3,1.08,3763,2.78,0.71,7.57,Same,No,12,2.15,
2018,California,Clostridioides difficile Infection (CDI),040000110,Memorial Hospital Los Banos,Merced,Acute Care Hospital,Community (<125 Beds),0,1.11,4738,0.00,0.00,2.69,Same,Yes,12,1.27,
2018,California,Clostridioides difficile Infection (CDI),040000113,Mercy Medical Center,Merced,Acute Care Hospital,Community (125-250 Beds),11,23.70,47857,0.46,0.24,0.81,Better,Yes,12,0.65,
2018,California,Clostridioides difficile Infection (CDI),230000011,Modoc Medical Center,Modoc,Critical Access Hospital,Critical Access,0,0.04,203,,,,,,11,,
2018,California,Clostridioides difficile Infection (CDI),230000021,Surprise Valley Community Hospital,Modoc,Critical Access Hospital,Critical Access,0,0.01,26,,,,,,12,,
2018,California,Clostridioides difficile Infection (CDI),240000005,Mammoth Hospital,Mono,Critical Access Hospital,Critical Access,0,0.45,1785,0.00,0.00,8.14,Same,Yes,12,0,¥ See Data Dictionary
2018,California,Clostridioides difficile Infection (CDI),070000137,Community Hospital of The Monterey Peninsula,Monterey,Acute Care Hospital,Community (>250 Beds),28,35.98,53028,0.78,0.53,1.11,Same,Yes,12,0.73,
2018,California,Clostridioides difficile Infection (CDI),070000137,"Community Hospital of The Monterey Peninsula, Rehabilitation Unit",Monterey,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,1.73,3259,0.00,0.00,1.73,Same,Yes,12,0.63,
2018,California,Clostridioides difficile Infection (CDI),070000141,George L. Mee Memorial Hospital,Monterey,Acute Care Hospital,Community (<125 Beds),1,4.75,17540,0.21,0.01,1.04,Same,Yes,12,0.18,
2018,California,Clostridioides difficile Infection (CDI),070000145,Natividad Medical Center,Monterey,Acute Care Hospital,Major Teaching,6,19.06,32496,0.32,0.13,0.66,Better,Yes,12,0.32,
2018,California,Clostridioides difficile Infection (CDI),070000145,"Natividad Medical Center, Rehabilitation Unit",Monterey,Rehabilitation Hospital or Unit,Rehabilitation Unit,1,2.86,8015,0.35,0.02,1.72,Same,Yes,12,0.55,
2018,California,Clostridioides difficile Infection (CDI),070000147,Salinas Valley Memorial Hospital,Monterey,Acute Care Hospital,Community (>250 Beds),23,29.62,45405,0.78,0.50,1.15,Same,Yes,12,0.91,
2018,California,Clostridioides difficile Infection (CDI),110000058,Adventist Health St. Helena,Napa,Acute Care Hospital,Community (125-250 Beds),8,5.92,15330,1.35,0.63,2.57,Same,No,12,1.81,
2018,California,Clostridioides difficile Infection (CDI),110000041,Queen of the Valley Medical Center,Napa,Acute Care Hospital,Community (125-250 Beds),15,18.34,29451,0.82,0.48,1.32,Same,Yes,12,1.7,
2018,California,Clostridioides difficile Infection (CDI),110000041,"Queen of the Valley Medical Center, Rehabilitation Unit",Napa,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,3.52,5610,0.00,0.00,0.85,Better,Yes,12,0,
2018,California,Clostridioides difficile Infection (CDI),230000262,Sierra Nevada Memorial Hospital,Nevada,Acute Care Hospital,Community (<125 Beds),4,12.09,19510,0.33,0.11,0.80,Better,Yes,12,1.78,
2018,California,Clostridioides difficile Infection (CDI),230000265,Tahoe Forest Hospital,Nevada,Critical Access Hospital,Critical Access,6,1.96,5757,3.06,1.24,6.36,Worse,No,12,1.86,
2018,California,Clostridioides difficile Infection (CDI),060000002,AHMC Anaheim Regional Medical Center,Orange,Acute Care Hospital,Community (125-250 Beds),13,18.85,42482,0.69,0.38,1.15,Same,Yes,12,1.41,
2018,California,Clostridioides difficile Infection (CDI),060000074,Anaheim Global Medical Center,Orange,Acute Care Hospital,Community (125-250 Beds),1,6.47,14124,0.16,0.01,0.76,Better,Yes,12,0.5,
2018,California,Clostridioides difficile Infection (CDI),060000006,Chapman Global Medical Center,Orange,Acute Care Hospital,Community (<125 Beds),2,2.29,5552,0.87,0.15,2.89,Same,No,12,1.47,
2018,California,Clostridioides difficile Infection (CDI),060001207,Children's Hospital at Mission,Orange,Acute Care Hospital,Pediatric,0,1.18,4289,0.00,0.00,2.54,Same,Yes,12,0,
2018,California,Clostridioides difficile Infection (CDI),060000007,Children's Hospital of Orange County,Orange,Acute Care Hospital,Pediatric,25,22.32,45302,1.12,0.74,1.63,Same,No,12,1.5,
2018,California,Clostridioides difficile Infection (CDI),060000008,College Hospital Costa Mesa,Orange,Acute Care Hospital,Community (<125 Beds),0,9.12,40741,0.00,0.00,0.33,Better,Yes,12,0,
2018,California,Clostridioides difficile Infection (CDI),170001767,Fairview Developmental Center,Orange,Acute Care Hospital,Community (<125 Beds),0,0.03,119,,,,,,12,,
2018,California,Clostridioides difficile Infection (CDI),060000013,Foothill Regional Medical Center,Orange,Acute Care Hospital,Community (<125 Beds),2,3.57,10336,0.56,0.09,1.85,Same,Yes,12,,
2018,California,Clostridioides difficile Infection (CDI),060000011,Fountain Valley Regional Hospital and Medical Center,Orange,Acute Care Hospital,Community (>250 Beds),34,38.79,82400,0.88,0.62,1.21,Same,No,12,0.53,"* Hospitals reported combined data, see Data Dictionary"
2018,California,Clostridioides difficile Infection (CDI),060000058,Garden Grove Hospital and Medical Center,Orange,Acute Care Hospital,Community (125-250 Beds),7,11.02,16996,0.64,0.28,1.26,Same,Yes,12,1.24,
2018,California,Clostridioides difficile Infection (CDI),060001674,"Healthbridge Children's Hospital, Orange",Orange,Acute Care Hospital,Pediatric,0,0.22,1762,0.00,0.00,17.02,Same,Yes,10,3.24,"¥ See Data Dictionary; Incomplete Reporter, interpret with caution"
2018,California,Clostridioides difficile Infection (CDI),060001097,Healthsouth Tustin Rehabilitation Hospital,Orange,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation Hospital,4,6.43,13772,0.62,0.20,1.50,Same,Yes,12,0.89,
2018,California,Clostridioides difficile Infection (CDI),060001022,Hoag Hospital Irvine,Orange,Acute Care Hospital,Community (<125 Beds),4,7.73,17167,0.52,0.16,1.25,Same,Yes,12,1.58,
2018,California,Clostridioides difficile Infection (CDI),060000014,Hoag Memorial Hospital Presbyterian,Orange,Acute Care Hospital,Community (>250 Beds),21,52.66,104779,0.40,0.25,0.60,Better,Yes,12,1.33,
2018,California,Clostridioides difficile Infection (CDI),630012891,Hoag Orthopedic Institute,Orange,Acute Care Hospital,Community (<125 Beds),1,0.95,8089,1.05,0.03,5.87,Same,No,12,0.59,¥ See Data Dictionary
2018,California,Clostridioides difficile Infection (CDI),060000015,Huntington Beach Hospital,Orange,Acute Care Hospital,Community (<125 Beds),8,3.50,10099,2.29,1.06,4.35,Worse,No,12,0.78,
2018,California,Clostridioides difficile Infection (CDI),630013929,"Kaiser Foundation Hospital, Orange County, Anaheim",Orange,Acute Care Hospital,Major Teaching,31,36.23,52204,0.86,0.59,1.20,Same,No,12,1,
2018,California,Clostridioides difficile Infection (CDI),630011745,"Kaiser Foundation Hospital, Orange County, Irvine",Orange,Acute Care Hospital,Community (125-250 Beds),18,18.34,30075,0.98,0.60,1.52,Same,No,12,1.2,
2018,California,Clostridioides difficile Infection (CDI),060001360,"Kindred Hospital, Brea",Orange,Long-term Acute Care Hospital,LTAC,14,15.53,14553,0.90,0.51,1.48,Same,No,12,0.73,
2018,California,Clostridioides difficile Infection (CDI),930001607,"Kindred Hospital, Santa Ana",Orange,Long-term Acute Care Hospital,LTAC,26,15.99,14649,1.63,1.09,2.35,Worse,No,12,1.48,
2018,California,Clostridioides difficile Infection (CDI),060000017,"Kindred Hospital, Westminster",Orange,Long-term Acute Care Hospital,LTAC,48,41.06,31721,1.17,0.87,1.54,Same,No,12,1.51,
2018,California,Clostridioides difficile Infection (CDI),060000024,La Palma Intercommunity Hospital,Orange,Acute Care Hospital,Community (125-250 Beds),4,5.79,11232,0.69,0.22,1.67,Same,Yes,12,2.41,
2018,California,Clostridioides difficile Infection (CDI),060000025,Los Alamitos Medical Center,Orange,Acute Care Hospital,Community (125-250 Beds),10,18.43,43741,0.54,0.28,0.97,Better,Yes,12,1.26,
2018,California,Clostridioides difficile Infection (CDI),060000208,MemorialCare Orange Coast Medical Center,Orange,Acute Care Hospital,Community (125-250 Beds),10,23.83,40811,0.42,0.21,0.75,Better,Yes,12,0.66,
2018,California,Clostridioides difficile Infection (CDI),060000063,MemorialCare Saddleback Medical Center,Orange,Acute Care Hospital,Community (125-250 Beds),23,23.14,38605,0.99,0.65,1.47,Same,No,12,1.11,
2018,California,Clostridioides difficile Infection (CDI),060000066,Mission Hospital Laguna Beach,Orange,Acute Care Hospital,Community (<125 Beds),1,2.16,10722,0.46,0.02,2.28,Same,Yes,12,1.85,
2018,California,Clostridioides difficile Infection (CDI),060000060,Mission Hospital Regional Medical Center,Orange,Acute Care Hospital,Community (>250 Beds),11,29.32,64612,0.38,0.20,0.65,Better,Yes,12,1.02,
2018,California,Clostridioides difficile Infection (CDI),060000060,"Mission Hospital Regional Medical Center, Rehabilitation Unit",Orange,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,2.04,5283,0.00,0.00,1.47,Same,Yes,12,0.38,
2018,California,Clostridioides difficile Infection (CDI),060000073,Orange County Global Medical Center,Orange,Acute Care Hospital,Community (>250 Beds),10,18.30,40578,0.55,0.28,0.97,Better,Yes,12,1.04,
2018,California,Clostridioides difficile Infection (CDI),060000062,Placentia Linda Hospital,Orange,Acute Care Hospital,Community (<125 Beds),1,5.97,13753,0.17,0.01,0.83,Better,Yes,12,0.47,
2018,California,Clostridioides difficile Infection (CDI),060000021,South Coast Global Medical Center,Orange,Acute Care Hospital,Community (125-250 Beds),1,4.32,11662,0.23,0.01,1.14,Same,Yes,12,0.88,
2018,California,Clostridioides difficile Infection (CDI),060000067,"St. Joseph Hospital, Orange",Orange,Acute Care Hospital,Community (>250 Beds),48,44.70,69584,1.07,0.80,1.41,Same,No,12,0.57,
2018,California,Clostridioides difficile Infection (CDI),060000068,St. Jude Medical Center,Orange,Acute Care Hospital,Community (>250 Beds),18,114.44,70692,0.16,0.10,0.24,Better,Yes,12,0.77,
2018,California,Clostridioides difficile Infection (CDI),060000068,"St. Jude Medical Center, Rehabilitation Unit",Orange,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,4.07,7884,0.00,0.00,0.74,Better,Yes,12,0.85,
2018,California,Clostridioides difficile Infection (CDI),060000071,University of California Irvine Medical Center,Orange,Acute Care Hospital,Major Teaching,18,46.41,97971,0.39,0.24,0.60,Better,Yes,12,1.66,
2018,California,Clostridioides difficile Infection (CDI),060000071,"University of California Irvine Medical Center, Rehabilitation Unit",Orange,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,1.53,3256,0.00,0.00,1.96,Same,Yes,12,0.49,
2018,California,Clostridioides difficile Infection (CDI),060000016,West Anaheim Medical Center,Orange,Acute Care Hospital,Major Teaching,6,15.45,23799,0.39,0.16,0.81,Better,Yes,12,1.05,
2018,California,Clostridioides difficile Infection (CDI),030001370,"Kaiser Foundation Hospital, Roseville",Placer,Acute Care Hospital,Major Teaching,23,56.92,84693,0.40,0.26,0.60,Better,Yes,12,0.63,
2018,California,Clostridioides difficile Infection (CDI),030000109,Sutter Auburn Faith Hospital,Placer,Acute Care Hospital,Community (<125 Beds),8,7.39,11536,1.08,0.50,2.06,Same,No,12,2.05,
