Year,State,County,HAI,Facility_ID,Facility_Name,Hospital_Category_RiskAdjustment,Facility_Type,Infections_Reported,Infections_Predicted,Patient_Days,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,Met_2020_Goal,SIR_2015,Months,Notes
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),930000088,"Kindred Hospital, Los Angeles",Long-Term Acute Care Hospital,Long-Term Acute Care,21,25.22,24514,0.83,0.53,1.25,Same,No,1.19,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),930000042,"Kindred Hospital, San Gabriel Valley",Long-Term Acute Care Hospital,Long-Term Acute Care,20,18.03,17219,1.11,0.7,1.68,Same,No,1.34,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),930000039,"Kindred Hospital, South Bay",Long-Term Acute Care Hospital,Long-Term Acute Care,15,17.54,14438,0.86,0.5,1.38,Same,No,1.18,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),930000035,L.A. Downtown Medical Center,Acute Care Hospital,"Community, <125 Beds",2,7.79,16268,0.26,0.04,0.85,Better,Yes,1.5,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),060000040,LAC+USC Medical Center,Acute Care Hospital,Major Teaching,39,103.04,150640,0.38,0.27,0.51,Better,Yes,0.71,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),060000027,LAC/Harbor UCLA Medical Center,Acute Care Hospital,Major Teaching,49,56.35,80343,0.87,0.65,1.14,Same,No,0.99,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),060000038,LAC/Olive View-UCLA Medical Center,Acute Care Hospital,Major Teaching,21,25.83,45981,0.81,0.52,1.22,Same,No,0.81,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),060000028,LAC/Rancho Los Amigos National Rehabilitation Center,Acute Care Hospital,"Community, 125-250 Beds",3,6.71,24672,0.45,0.11,1.22,Same,Yes,0.2,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),060000028,LAC/Rancho Los Amigos National Rehabilitation Center,Rehabilitation Hospital or Unit,Rehabilitation Unit,2,9.27,24072,0.22,0.04,0.71,Better,Yes,0.26,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),930000047,Lakewood Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",10,17.84,42692,0.56,0.29,1,Same,Yes,0.77,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),930000085,Los Angeles Community Hospital,Acute Care Hospital,"Community, <125 Beds",0,7.24,24464,0,0,0.41,Better,Yes,0.58,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),060000035,Martin Luther King Jr. Community Hospital,Acute Care Hospital,"Community, 125-250 Beds",3,23.89,46018,0.13,0.03,0.34,Better,Yes,,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),930000092,Memorial Hospital of Gardena,Acute Care Hospital,"Community, <125 Beds",3,9.27,25587,0.32,0.08,0.88,Better,Yes,0.81,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),930000095,MemorialCare Long Beach Medical Center,Acute Care Hospital,Major Teaching,30,44.65,96379,0.67,0.46,0.95,Better,Yes,1.71,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),930000095,MemorialCare Long Beach Medical Center,Rehabilitation Hospital or Unit,Rehabilitation Unit,1,2.67,6921,0.38,0.02,1.85,Same,Yes,2.04,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),930001709,MemorialCare Miller Children's & Women's Hospital Long Beach,Acute Care Hospital,Pediatric,5,11.47,44156,0.44,0.16,0.97,Better,Yes,0.95,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),930000096,Methodist Hospital of Southern California,Acute Care Hospital,"Community, >250 Beds",24,27.84,56671,0.86,0.57,1.26,Same,No,1.19,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),930000096,Methodist Hospital of Southern California,Rehabilitation Hospital or Unit,Rehabilitation Unit,2,3.72,7941,0.54,0.09,1.77,Same,Yes,1.38,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),930000027,Mission Community Hospital,Acute Care Hospital,"Community, 125-250 Beds",6,12.04,26138,0.5,0.2,1.04,Same,Yes,1.75,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),930000107,Monrovia Memorial Hospital,Long-Term Acute Care Hospital,Long-Term Acute Care,2,5.35,5704,0.37,0.06,1.23,Same,Yes,0.39,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),930000108,Monterey Park Hospital,Acute Care Hospital,"Community, <125 Beds",2,3.66,17727,0.55,0.09,1.81,Same,Yes,2.29,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),930000111,Northridge Hospital Medical Center,Acute Care Hospital,Major Teaching,9,31.45,57688,0.29,0.14,0.53,Better,Yes,0.94,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),930000111,Northridge Hospital Medical Center,Rehabilitation Hospital or Unit,Rehabilitation Unit,1,2.44,6563,0.41,0.02,2.02,Same,Yes,0.9,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),930000112,Norwalk Community Hospital,Acute Care Hospital,"Community, <125 Beds",1,4.54,14333,0.22,0.01,1.09,Same,Yes,,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),930000105,Olympia Medical Center,Acute Care Hospital,"Community, 125-250 Beds",0,1.32,3795,0,0,2.27,Same,Yes,1.89,3,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),930000052,"PIH Health Hospital, Downey",Acute Care Hospital,Major Teaching,9,21.7,31873,0.42,0.2,0.76,Better,Yes,1.17,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),930000099,"PIH Health Hospital, Whittier",Acute Care Hospital,Major Teaching,48,71.78,83740,0.67,0.5,0.88,Better,Yes,1.1,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),930000099,"PIH Health Hospital, Whittier",Rehabilitation Hospital or Unit,Rehabilitation Unit,2,2.03,3927,0.99,0.17,3.26,Same,No,2.05,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),930000032,Pacific Gardens Medical Center,Acute Care Hospital,"Community, <125 Beds",,,,,,,,,,0,¶ See Data Dictionary
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),930000133,Pacifica Hospital of the Valley,Acute Care Hospital,"Community, <125 Beds",6,3.52,12137,1.71,0.69,3.55,Same,No,0.29,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),930000077,Palmdale Regional Medical Center,Acute Care Hospital,Major Teaching,17,25.34,39477,0.67,0.4,1.05,Same,Yes,1.54,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),930000077,Palmdale Regional Medical Center,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,3.02,5881,0,0,0.99,Better,Yes,,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),930000123,Pomona Valley Hospital Medical Center,Acute Care Hospital,Major Teaching,45,66.49,84400,0.68,0.5,0.9,Better,Yes,1.21,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),930000091,Providence Cedars-Sinai Tarzana Medical Center,Acute Care Hospital,"Community, 125-250 Beds",5,19.39,44830,0.26,0.09,0.57,Better,Yes,1.19,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),930000066,Providence Holy Cross Medical Center,Acute Care Hospital,"Community, >250 Beds",8,33.64,74492,0.24,0.11,0.45,Better,Yes,1.08,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),930000066,Providence Holy Cross Medical Center,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,1.5,3883,0,0,2,Same,Yes,1.31,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),930000157,Providence Little Company of Mary Medical Center San Pedro,Acute Care Hospital,"Community, >250 Beds",3,7.49,17998,0.4,0.1,1.09,Same,Yes,1.14,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),930000157,Providence Little Company of Mary Medical Center San Pedro,Rehabilitation Hospital or Unit,Rehabilitation Unit,1,3.36,8218,0.3,0.02,1.47,Same,Yes,0,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),930000081,Providence Little Company of Mary Medical Center Torrance,Acute Care Hospital,"Community, >250 Beds",17,31.09,66851,0.55,0.33,0.86,Better,Yes,0.78,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),930000100,Providence Saint John's Health Center,Acute Care Hospital,"Community, >250 Beds",13,22.47,56731,0.58,0.32,0.96,Better,Yes,1.49,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),930000101,Providence Saint Joseph Medical Center,Acute Care Hospital,"Community, >250 Beds",10,42.33,70223,0.24,0.12,0.42,Better,Yes,1.58,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),930000101,Providence Saint Joseph Medical Center,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0,0,,,,,,0.65,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),930000162,Ronald Reagan UCLA Medical Center,Acute Care Hospital,Major Teaching,100,103.02,147861,0.97,0.79,1.18,Same,No,1.24,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),930000125,San Dimas Community Hospital,Acute Care Hospital,"Community, <125 Beds",0,5.67,14837,0,0,0.53,Better,Yes,1.23,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),930000041,San Gabriel Valley Medical Center,Acute Care Hospital,"Community, 125-250 Beds",9,17.98,34547,0.5,0.24,0.92,Better,Yes,1.28,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),930000049,Santa Monica - UCLA Medical Center and Orthopaedic Hospital,Acute Care Hospital,Major Teaching,41,54.07,78278,0.76,0.55,1.02,Same,No,1.03,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),930000140,Sherman Oaks Hospital,Acute Care Hospital,"Community, 125-250 Beds",5,11.34,18497,0.44,0.16,0.98,Better,Yes,1.39,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),930000015,Southern California Hospital at Culver City,Acute Care Hospital,"Community, >250 Beds",4,16.78,40831,0.24,0.08,0.58,Better,Yes,1.06,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),930000015,Southern California Hospital at Culver City,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,1.9,4060,0,0,1.57,Same,Yes,1.85,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),930000064,Southern California Hospital at Hollywood,Acute Care Hospital,"Community, <125 Beds",0,5.23,18094,0,0,0.57,Better,Yes,1.89,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),930000128,St. Francis Medical Center,Acute Care Hospital,"Community, >250 Beds",13,40.07,65438,0.32,0.18,0.54,Better,Yes,0.82,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),930000103,"St. Mary Medical Center, Long Beach",Acute Care Hospital,"Community, >250 Beds",11,23.21,51131,0.47,0.25,0.82,Better,Yes,0.83,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),930000103,"St. Mary Medical Center, Long Beach",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,2.01,4284,0,0,1.49,Same,Yes,1.02,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),930000127,Torrance Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",25,66.42,107135,0.38,0.25,0.55,Better,Yes,1.49,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),930000163,USC Kenneth Norris Jr. Cancer Hospital,Acute Care Hospital,Major Teaching,10,12.14,12939,0.82,0.42,1.47,Same,No,1.5,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),930000187,USC Verdugo Hills Hospital,Acute Care Hospital,Major Teaching,8,15.56,23220,0.51,0.24,0.98,Better,Yes,1.06,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),930000129,Valley Presbyterian Hospital,Acute Care Hospital,"Community, >250 Beds",6,31.3,56908,0.19,0.08,0.4,Better,Yes,1.1,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),930000129,Valley Presbyterian Hospital,Rehabilitation Hospital or Unit,Rehabilitation Unit,1,1.83,3648,0.55,0.03,2.7,Same,Yes,0.98,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),930000188,West Covina Medical Center,Acute Care Hospital,"Community, <125 Beds",0,0.3,1473,0,0,12.401,Same,Yes,0,12,¥ See Data Dictionary
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),930000028,West Hills Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",5,17.44,38469,0.29,0.11,0.64,Better,Yes,1.69,12,
2021,California,Los Angeles,Clostridioides difficile Infection (CDI),930000151,Whittier Hospital Medical Center,Acute Care Hospital,"Community, 125-250 Beds",2,11.03,22140,0.18,0.03,0.6,Better,Yes,0.89,12,
2021,California,Madera,Clostridioides difficile Infection (CDI),040000111,Madera Community Hospital,Acute Care Hospital,"Community, <125 Beds",2,5.37,14934,0.37,0.06,1.23,Same,Yes,0.17,12,
2021,California,Madera,Clostridioides difficile Infection (CDI),040000129,Valley Children's Hospital,Acute Care Hospital,Pediatric,15,14.56,43887,1.03,0.6,1.66,Same,No,0.98,12,
2021,California,Marin,Clostridioides difficile Infection (CDI),110000944,"Kaiser Foundation Hospital, San Rafael",Acute Care Hospital,"Community, <125 Beds",13,12.46,20378,1.04,0.58,1.74,Same,No,0.8,12,
2021,California,Marin,Clostridioides difficile Infection (CDI),110000946,Kentfield Hospital,Long-Term Acute Care Hospital,Long-Term Acute Care,11,14.14,12390,0.78,0.41,1.35,Same,No,0.98,9,"Incomplete Reporter, interpret with caution"
2021,California,Marin,Clostridioides difficile Infection (CDI),110000953,MarinHealth Medical Center,Acute Care Hospital,"Community, 125-250 Beds",5,23.4,36931,0.21,0.08,0.47,Better,Yes,1.43,12,
2021,California,Marin,Clostridioides difficile Infection (CDI),110000982,Novato Community Hospital,Acute Care Hospital,"Community, <125 Beds",0,2.85,6421,0,0,1.05,Same,Yes,1.28,12,
2021,California,Mariposa,Clostridioides difficile Infection (CDI),040000105,John C. Fremont Healthcare District,Critical Access Hospital,Critical Access,1,0.59,2668,1.697,0.043,9.456,Same,No,,12,¥ See Data Dictionary
2021,California,Mendocino,Clostridioides difficile Infection (CDI),110000008,Adventist Health Howard Memorial,Critical Access Hospital,Critical Access,4,2.76,8155,1.45,0.46,3.49,Same,No,1.73,12,
2021,California,Mendocino,Clostridioides difficile Infection (CDI),110000023,Adventist Health Mendocino Coast,Critical Access Hospital,Critical Access,1,1.4,5113,0.72,0.04,3.53,Same,No,2.15,12,
2021,California,Mendocino,Clostridioides difficile Infection (CDI),110000070,Adventist Health Ukiah Valley,Acute Care Hospital,Major Teaching,7,6.34,12452,1.1,0.48,2.18,Same,No,1.64,12,
2021,California,Merced,Clostridioides difficile Infection (CDI),040000110,Memorial Hospital Los Banos,Acute Care Hospital,"Community, <125 Beds",0,1.36,6490,0,0,2.2,Same,Yes,1.27,12,
2021,California,Merced,Clostridioides difficile Infection (CDI),040000113,Mercy Medical Center,Acute Care Hospital,Major Teaching,14,30.48,50539,0.46,0.26,0.75,Better,Yes,0.65,12,
2021,California,Modoc,Clostridioides difficile Infection (CDI),230000011,Modoc Medical Center,Critical Access Hospital,Critical Access,0,0.28,1253,0,0,13.33,Same,Yes,,11,"¥ See Data Dictionary; Incomplete Reporter, interpret with caution"
2021,California,Modoc,Clostridioides difficile Infection (CDI),230000021,Surprise Valley Community Hospital,Critical Access Hospital,Critical Access,0,0.06,277,,,,,,,12,
2021,California,Mono,Clostridioides difficile Infection (CDI),240000005,Mammoth Hospital,Critical Access Hospital,Critical Access,0,0.7,2010,0,0,5.291,Same,Yes,0,12,¥ See Data Dictionary
2021,California,Monterey,Clostridioides difficile Infection (CDI),070000137,Community Hospital of The Monterey Peninsula,Acute Care Hospital,"Community, >250 Beds",42,40.3,52843,1.04,0.76,1.4,Same,No,0.73,12,
2021,California,Monterey,Clostridioides difficile Infection (CDI),070000137,Community Hospital of The Monterey Peninsula,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,1.82,3527,0,0,1.65,Same,Yes,0.63,12,
2021,California,Monterey,Clostridioides difficile Infection (CDI),070000141,George L. Mee Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.7,1865,0,0,5.252,Same,Yes,0.18,12,¥ See Data Dictionary
2021,California,Monterey,Clostridioides difficile Infection (CDI),070000145,Natividad Medical Center,Acute Care Hospital,Major Teaching,8,20.74,36057,0.39,0.18,0.73,Better,Yes,0.32,12,
2021,California,Monterey,Clostridioides difficile Infection (CDI),070000145,Natividad Medical Center,Rehabilitation Hospital or Unit,Rehabilitation Unit,3,5.54,8817,0.54,0.14,1.47,Same,Yes,0.55,12,
2021,California,Monterey,Clostridioides difficile Infection (CDI),070000147,Salinas Valley Memorial Hospital,Acute Care Hospital,"Community, >250 Beds",6,23.42,39360,0.26,0.1,0.53,Better,Yes,0.91,12,
2021,California,Napa,Clostridioides difficile Infection (CDI),110000058,Adventist Health St. Helena,Acute Care Hospital,"Community, <125 Beds",4,5.07,14002,0.79,0.25,1.91,Same,No,1.81,12,
2021,California,Napa,Clostridioides difficile Infection (CDI),110000041,Providence Queen of the Valley Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,9.04,21786,0.11,0.01,0.55,Better,Yes,1.7,12,
2021,California,Napa,Clostridioides difficile Infection (CDI),110000041,Providence Queen of the Valley Medical Center,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,1.2,3124,0,0,2.49,Same,Yes,0,12,
2021,California,Nevada,Clostridioides difficile Infection (CDI),230000262,Sierra Nevada Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",12,11.74,20413,1.02,0.55,1.74,Same,No,1.78,12,
2021,California,Nevada,Clostridioides difficile Infection (CDI),230000265,Tahoe Forest Hospital,Critical Access Hospital,Critical Access,2,2.7,6889,0.74,0.12,2.44,Same,No,1.86,12,
2021,California,Orange,Clostridioides difficile Infection (CDI),060000002,AHMC Anaheim Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",5,13.66,30272,0.37,0.13,0.81,Better,Yes,1.41,12,
2021,California,Orange,Clostridioides difficile Infection (CDI),060000074,Anaheim Global Medical Center,Acute Care Hospital,"Community, 125-250 Beds",3,0,0,,,,,,0.5,12,"Incomplete Reporter, interpret with caution"
2021,California,Orange,Clostridioides difficile Infection (CDI),060000006,Chapman Global Medical Center,Acute Care Hospital,"Community, <125 Beds",2,3.4,7150,0.59,0.1,1.95,Same,Yes,1.47,12,
2021,California,Orange,Clostridioides difficile Infection (CDI),060001207,Children's Hospital at Mission,Acute Care Hospital,Pediatric,0,1.39,5224,0,0,2.15,Same,Yes,0,12,
2021,California,Orange,Clostridioides difficile Infection (CDI),060000007,Children's Hospital of Orange County,Acute Care Hospital,Pediatric,19,21.01,44990,0.9,0.56,1.39,Same,No,1.5,12,
2021,California,Orange,Clostridioides difficile Infection (CDI),060000008,College Hospital Costa Mesa,Acute Care Hospital,"Community, 125-250 Beds",0,9.39,41896,0,0,0.32,Better,Yes,0,12,
2021,California,Orange,Clostridioides difficile Infection (CDI),060001097,Encompass Health Rehabilitation Hospital of Tustin,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,5,5.97,14657,0.84,0.31,1.86,Same,No,0.89,12,
2021,California,Orange,Clostridioides difficile Infection (CDI),060000013,Foothill Regional Medical Center,Acute Care Hospital,"Community, <125 Beds",5,6.24,11779,0.8,0.29,1.78,Same,No,,12,
2021,California,Orange,Clostridioides difficile Infection (CDI),060000011,Fountain Valley Regional Hospital and Medical Center,Acute Care Hospital,"Community, >250 Beds",29,43,76946,0.67,0.46,0.96,Better,Yes,0.53,12,
2021,California,Orange,Clostridioides difficile Infection (CDI),060000058,Garden Grove Hospital and Medical Center,Acute Care Hospital,"Community, <125 Beds",2,10.89,14866,0.18,0.03,0.61,Better,Yes,1.24,12,
2021,California,Orange,Clostridioides difficile Infection (CDI),060001674,"Healthbridge Children's Hospital, Orange",Acute Care Hospital,Pediatric,0,0.12,821,,,,,,3.24,12,
2021,California,Orange,Clostridioides difficile Infection (CDI),060001022,Hoag Hospital Irvine,Acute Care Hospital,"Community, <125 Beds",4,10.08,22921,0.4,0.13,0.96,Better,Yes,1.58,12,
2021,California,Orange,Clostridioides difficile Infection (CDI),060000014,Hoag Memorial Hospital Presbyterian,Acute Care Hospital,"Community, >250 Beds",28,50.36,101695,0.56,0.38,0.79,Better,Yes,1.33,12,
2021,California,Orange,Clostridioides difficile Infection (CDI),060000014,Hoag Memorial Hospital Presbyterian,Rehabilitation Hospital or Unit,Rehabilitation Unit,2,2.76,5896,0.72,0.12,2.39,Same,No,,12,
2021,California,Orange,Clostridioides difficile Infection (CDI),630012891,Hoag Orthopedic Institute,Acute Care Hospital,"Community, <125 Beds",0,0.56,4580,0,0,6.599,Same,Yes,0.59,12,¥ See Data Dictionary
2021,California,Orange,Clostridioides difficile Infection (CDI),060000015,Huntington Beach Hospital,Acute Care Hospital,"Community, <125 Beds",6,6.82,10096,0.88,0.36,1.83,Same,No,0.78,12,
2021,California,Orange,Clostridioides difficile Infection (CDI),630013929,"Kaiser Foundation Hospital, Orange County, Anaheim",Acute Care Hospital,Major Teaching,16,35.02,54867,0.46,0.27,0.73,Better,Yes,1,12,
2021,California,Orange,Clostridioides difficile Infection (CDI),630011745,"Kaiser Foundation Hospital, Orange County, Irvine",Acute Care Hospital,Major Teaching,13,29.99,43459,0.43,0.24,0.72,Better,Yes,1.2,12,
2021,California,Orange,Clostridioides difficile Infection (CDI),060001360,"Kindred Hospital, Brea",Long-Term Acute Care Hospital,Long-Term Acute Care,3,19.2,14933,0.16,0.04,0.43,Better,Yes,0.73,12,
2021,California,Orange,Clostridioides difficile Infection (CDI),930001607,"Kindred Hospital, Santa Ana",Long-Term Acute Care Hospital,Long-Term Acute Care,10,13.02,14329,0.77,0.39,1.37,Same,No,1.48,12,
2021,California,Orange,Clostridioides difficile Infection (CDI),060000017,"Kindred Hospital, Westminster",Long-Term Acute Care Hospital,Long-Term Acute Care,35,32.25,29996,1.09,0.77,1.49,Same,No,1.51,12,
2021,California,Orange,Clostridioides difficile Infection (CDI),060000024,La Palma Intercommunity Hospital,Acute Care Hospital,"Community, 125-250 Beds",3,4.09,9302,0.73,0.19,2,Same,No,2.41,12,
2021,California,Orange,Clostridioides difficile Infection (CDI),060000025,Los Alamitos Medical Center,Acute Care Hospital,"Community, 125-250 Beds",18,25.96,51635,0.69,0.42,1.08,Same,Yes,1.26,12,
2021,California,Orange,Clostridioides difficile Infection (CDI),060000208,MemorialCare Orange Coast Medical Center,Acute Care Hospital,"Community, 125-250 Beds",16,25.25,52067,0.63,0.38,1.01,Same,Yes,0.66,12,
2021,California,Orange,Clostridioides difficile Infection (CDI),060000063,MemorialCare Saddleback Medical Center,Acute Care Hospital,"Community, 125-250 Beds",14,24.93,41689,0.56,0.32,0.92,Better,Yes,1.11,12,
2021,California,Orange,Clostridioides difficile Infection (CDI),060000073,Orange County Global Medical Center,Acute Care Hospital,"Community, >250 Beds",13,18.56,41776,0.7,0.39,1.17,Same,Yes,1.04,12,
2021,California,Orange,Clostridioides difficile Infection (CDI),060000062,Placentia Linda Hospital,Acute Care Hospital,"Community, <125 Beds",2,6.41,15612,0.31,0.05,1.03,Same,Yes,0.47,12,
2021,California,Orange,Clostridioides difficile Infection (CDI),060000060,Providence Mission Hospital,Acute Care Hospital,Major Teaching,22,30.33,67414,0.73,0.47,1.08,Same,No,1.02,12,
2021,California,Orange,Clostridioides difficile Infection (CDI),060000060,Providence Mission Hospital,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,1.8,4670,0,0,1.67,Same,Yes,0.38,12,
2021,California,Orange,Clostridioides difficile Infection (CDI),060000066,Providence Mission Hospital - Laguna Beach,Acute Care Hospital,Major Teaching,2,2.39,11683,0.84,0.14,2.76,Same,No,1.85,12,
2021,California,Orange,Clostridioides difficile Infection (CDI),060000067,"Providence St. Joseph Hospital, Orange",Acute Care Hospital,"Community, >250 Beds",27,35.57,75260,0.76,0.51,1.09,Same,No,0.57,12,
2021,California,Orange,Clostridioides difficile Infection (CDI),060000068,Providence St. Jude Medical Center,Acute Care Hospital,"Community, >250 Beds",8,67.3,72810,0.12,0.06,0.23,Better,Yes,0.77,12,
2021,California,Orange,Clostridioides difficile Infection (CDI),060000068,Providence St. Jude Medical Center,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,3.49,8403,0,0,0.86,Better,Yes,0.85,12,
2021,California,Orange,Clostridioides difficile Infection (CDI),060000021,South Coast Global Medical Center,Acute Care Hospital,"Community, 125-250 Beds",0,1.52,4235,0,0,1.98,Same,Yes,0.88,12,
2021,California,Orange,Clostridioides difficile Infection (CDI),060000071,University of California Irvine Medical Center,Acute Care Hospital,Major Teaching,30,55.97,112779,0.54,0.37,0.76,Better,Yes,1.66,12,
2021,California,Orange,Clostridioides difficile Infection (CDI),060000071,University of California Irvine Medical Center,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,1.98,4232,0,0,1.51,Same,Yes,0.49,12,
2021,California,Orange,Clostridioides difficile Infection (CDI),060000016,West Anaheim Medical Center,Acute Care Hospital,"Community, <125 Beds",13,18.03,26050,0.72,0.4,1.2,Same,No,1.05,12,
2021,California,Placer,Clostridioides difficile Infection (CDI),030001370,"Kaiser Foundation Hospital, Roseville",Acute Care Hospital,Major Teaching,25,69.87,99849,0.36,0.24,0.52,Better,Yes,0.63,12,
2021,California,Placer,Clostridioides difficile Infection (CDI),030000109,Sutter Auburn Faith Hospital,Acute Care Hospital,"Community, <125 Beds",3,8.17,13614,0.37,0.09,1,Same,Yes,2.05,12,
2021,California,Placer,Clostridioides difficile Infection (CDI),030000134,Sutter Roseville Medical Center,Acute Care Hospital,"Community, >250 Beds",18,53.91,100859,0.33,0.2,0.52,Better,Yes,1.21,12,
2021,California,Placer,Clostridioides difficile Infection (CDI),030000134,Sutter Roseville Medical Center,Rehabilitation Hospital or Unit,Rehabilitation Unit,1,3.86,12259,0.26,0.01,1.28,Same,Yes,1.93,12,
2021,California,Plumas,Clostridioides difficile Infection (CDI),230000004,"Eastern Plumas Hospital, Portola Campus",Critical Access Hospital,Critical Access,0,0.18,812,,,,,,,12,
2021,California,Plumas,Clostridioides difficile Infection (CDI),230000015,Plumas District Hospital,Critical Access Hospital,Critical Access,1,0.54,2465,1.837,0.047,10.234,Same,No,0,12,¥ See Data Dictionary
2021,California,Plumas,Clostridioides difficile Infection (CDI),230000017,Seneca District Hospital,Critical Access Hospital,Critical Access,0,0,0,,,,,,,12,"Incomplete Reporter, interpret with caution"
2021,California,Riverside,Clostridioides difficile Infection (CDI),250000006,Corona Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,20.56,35036,0.05,0,0.24,Better,Yes,1.29,12,
2021,California,Riverside,Clostridioides difficile Infection (CDI),250000008,Desert Regional Medical Center,Acute Care Hospital,Major Teaching,37,51.79,77360,0.71,0.51,0.97,Better,No,1.2,12,
2021,California,Riverside,Clostridioides difficile Infection (CDI),250000008,Desert Regional Medical Center,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.92,2579,0,0,4.002,Same,Yes,0,12,¥ See Data Dictionary
2021,California,Riverside,Clostridioides difficile Infection (CDI),250000044,Doctors Hospital of Riverside,Acute Care Hospital,"Community, 125-250 Beds",2,15.38,30042,0.13,0.02,0.43,Better,Yes,1.73,12,
2021,California,Riverside,Clostridioides difficile Infection (CDI),250000011,Eisenhower Medical Center,Acute Care Hospital,Major Teaching,11,35.1,74599,0.31,0.17,0.55,Better,Yes,0.96,12,
